"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"197909",-0.82,-0.29,-0.92,0.85,0.55,0.83,5.32,-0.074245626,-0.062116548,-0.013033767,-1.91,0.43,-0.74,5.84,-1.76,-2.39,-0.81,-0.54,-2.14,-0.68,-0.61,-0.25,-1.06,0.05,0.44,-1.27,0.3,-1.13,0.12,0.31
"197910",-8.1,-3.46,-1.86,1.02,0.26,0.87,2.15,-0.154441152,-0.102028877,0.002306348,-7.68,-9.43,-8.85,-2.38,-7.73,-5.03,-8.79,-4.34,-5.8,-10.16,-10.26,-11.01,-11.4,-10.08,-9.33,-9.04,-8.83,-8.54,-7.95,-5.63
"197911",5.21,2.43,-3.28,0.17,-1.97,0.99,7.95,-0.038538297,0.008637448,-0.066105338,5.16,-2.35,4.94,8.95,8.17,4.06,3.96,8.75,7.79,7.01,7.06,8.06,8.67,8.08,9.28,7.6,8.26,7.32,6.77,5.11
"197912",1.79,4.33,-2.01,-0.62,-1.01,0.95,4.77,-0.009221364,0.024979376,-0.017383095,3.37,3.38,4.37,2.68,1.79,-1.53,3,2.08,-0.92,4.14,8.47,6.51,6.45,6.44,5.21,3.75,4.49,3.17,3.85,1.05
"198001",5.51,1.9,1.82,-1.84,2,0.8,7.5,-0.059578401,-0.018501852,0.00089557,3.12,9.05,7.02,14.16,7.38,-2.05,0.89,-1.29,1.6,5.51,11.52,8.35,7.5,6.62,6.95,6.54,6.24,6.2,6.12,5.84
"198002",-1.22,-1.61,0.61,-1.02,3.06,0.89,7.86,-0.097828472,-0.041387648,0.01817804,-4.79,-6.31,-2.65,12.59,-3.55,-1.48,-4.85,-4.63,-3.36,-3.33,-0.56,-1.54,-1.15,-2.48,-2.37,-3.14,-2.42,-2.27,-2.97,1.45
"198003",-12.9,-6.94,-1.06,1.74,-1.34,1.21,-9.58,-0.141922484,-0.085786794,0.029781926,-8.16,-8.74,-11.68,-17.79,-12.67,-2.64,-8.49,-2.84,-6.67,-12.25,-19.12,-18.22,-17.65,-16.85,-17.41,-14.75,-14.19,-13.03,-10.14,-9.42
"198004",3.97,0.99,1.06,-2,0.59,1.26,-0.42,-0.051168402,-0.029126037,-0.010888514,6.52,-1.91,3.25,6.85,0.72,7.3,3.42,4.28,11.96,6.05,5.23,7.38,6.29,5.77,6.58,8,5.83,7.01,4.88,4.31
"198005",5.26,2.12,0.4,0.39,-0.5,0.81,-1.12,0.032840945,0.079411553,-0.008177903,7.89,4.31,6.18,4.05,4.82,5.02,10.73,6.96,4.61,8.11,6.59,7.21,8.47,9.15,8.11,7.48,9.39,7.75,5.96,4.88
"198006",3.06,1.48,-0.9,-0.1,-0.92,0.61,1.59,-0.01566578,0.003040109,0.011048867,2.99,2.78,2.41,5.81,3.03,-0.59,2.39,0.21,4.54,5.16,4.45,4.76,4.15,5.45,5.37,4.3,4.93,4.95,3.77,2.8
"198007",6.49,3.94,-6.35,3.95,-2.5,0.53,0.37,-0.035191893,-0.015125764,-0.008407886,7.76,11.75,10.76,1.67,15.48,1.02,10.65,8.89,-0.12,6.64,9.31,10.67,10.48,10.96,9.21,9.24,8.94,6.89,8.16,5.57
"198008",1.8,4.25,-2.65,2.09,-0.78,0.64,3.2,0.007234324,0.053978663,0.012491962,1.45,1.46,1.73,3.79,3.68,6.31,1.96,0.3,-1.07,2.68,8.23,7.32,6.25,5.61,4,4.57,3.68,1.45,2.53,1.26
"198009",2.19,0.58,-4.74,1.86,-2.83,0.75,5.43,-0.047583092,-0.016622288,0.015072075,0.2,0.97,3.03,6.81,2.01,-1.59,1.12,3.6,0.17,3.64,4.46,3.9,3.48,2.73,3.29,3.18,3.23,2.93,3.62,2.67
"198010",1.06,2.36,-2.77,1.4,-1.21,0.95,7.33,-0.012388416,0.036671391,0.026773995,0.28,-1.73,0.37,8.01,1.94,-3.24,-1.56,-1.29,2.01,1.56,6.11,3.9,3.57,3.21,3.2,1.65,0.9,0.78,1.56,1.96
"198011",9.59,-3.42,-8.45,4.27,-5.74,0.96,15.24,-0.024230795,0.003710032,0.028132125,0.92,4.77,8.56,24.56,9.78,0.1,2.91,8.81,7.51,7.38,7.54,7.59,8.18,8.42,5.8,7.98,10.03,7.08,9.23,12.83
"198012",-4.52,-0.32,2.69,-1.17,1.2,1.31,-6.63,-0.056394536,-0.01204082,0.027974165,1.04,-1.16,-2.12,-10.88,-1.17,0.82,-1.45,4.61,-2.02,-0.72,-4.39,-4.8,-3.48,-2.18,-2.18,-2.94,-2.42,-2,-2.07,-3.6
"198101",-5.04,3.36,6.82,-3.43,4.34,1.04,-7.94,-0.02295443,0.004940729,0.039945278,2,-2.2,-2.04,-10.36,-8.08,5.51,0.42,-1.57,-2.72,-2.56,0,-1.12,-0.9,-1.5,-1.03,-2.07,-2.87,-2.86,-3.86,-5.52
"198102",0.56,-0.47,1.02,0.11,2.28,1.07,-1.39,-0.007594046,0.001685342,0.000607384,2.49,6.4,4.4,-0.47,0.49,2.16,2.85,1.85,-1.32,1.71,-0.43,-0.33,0.81,2.36,1.78,2.2,1.54,2.83,1.28,1.89
"198103",3.56,3.07,0.7,-2.15,-0.52,1.21,0.74,-0.021365687,0.01485616,0.017587569,6.93,7.07,5.88,-2.48,5.01,1.16,12.71,5.87,2.96,8.45,7.16,8.04,7.83,7.76,7.07,8.45,8.57,7.91,7.36,1.61
"198104",-2.1,4.61,2.29,0.92,1.21,1.08,-0.96,-0.028108019,0.011324833,-0.013760098,1.16,1.81,-0.84,-7.44,0.15,6.21,2.98,3,-2.58,0.93,3.56,4.25,2.5,3.75,2.37,2.08,0.43,-0.31,-0.64,-2.75
"198105",0.11,2.46,-0.41,0.29,-1.61,1.15,3.75,0.007373008,0.029822865,-0.02082504,2.64,2.89,-0.32,-4.01,4.23,7.13,2.73,3.47,1.95,2.52,3.41,3.53,3.48,3.37,2.78,2.98,2.89,1.78,1.71,0.01
"198106",-2.36,-0.97,5.09,-1.39,2.7,1.35,-5.91,0.001685314,0.031757868,0.057371684,-0.2,-4.21,-1.38,4.76,-6.66,-1.91,-1.6,-5.58,3.45,-0.97,-1.54,-1.45,-2.18,-2.88,-1.12,-2.35,-2.27,-0.93,-2.04,0.18
"198107",-1.54,-1.98,-0.6,1.07,-3.02,1.24,-2.52,-0.017633577,0.012179278,-0.015741844,-0.65,-2.97,-2.73,7.86,-3.78,0.37,-3.21,-3.89,2.8,-2.69,-2.48,-3.2,-2.04,-2.19,-1.46,-2.12,-1.66,-0.58,-1.07,0.98
"198108",-7.03,-1.82,4.83,-0.23,1.46,1.28,-1.12,-0.0765564,-0.042279807,-0.004098361,-5.11,-7.84,-6.87,-6.4,-7.27,-0.8,-5.29,-7.75,-0.84,-5.49,-8.44,-8.21,-7.67,-7.11,-5.98,-6.8,-5.71,-4.98,-5.88,-5.23
"198109",-7.17,-2.52,5.17,-0.07,2.78,1.24,1.98,-0.152823773,-0.119011272,0.094349929,-2.18,-2.97,-7.03,-12.3,-3.89,2.81,-3.74,-1.33,-5.56,-5.46,-10.16,-8.59,-8.31,-6.64,-7.37,-5.5,-6.35,-7.04,-5.7,-5.17
"198110",4.92,2.26,-4.19,3.35,-2.8,1.21,4.08,-0.045601712,-0.000664162,-0.02065542,7.51,-4.14,3.76,10,5.15,6.03,6.88,7.95,4.87,7.15,7.34,8.47,8.21,8.2,7.34,7.15,6.35,6.44,7.34,5.17
"198111",3.36,-1.37,1.9,0.15,0.58,1.07,-0.26,-0.031551135,-0.012821013,0.062938763,2.69,4.82,4.3,6.86,1.54,2.64,1.01,3.93,5.91,5.08,1.15,3.19,3.79,4.07,3.51,2.1,4.83,4.71,3.94,5.03
"198112",-3.65,1.2,0.75,0.3,2.39,0.87,1.31,-0.023608912,0.027986814,-0.00073682,-1.79,0.41,-1.5,-6.54,-0.02,-1.44,-2.16,-0.75,-2.33,-3.74,-2.1,-1.46,-1.49,-1.99,-1.63,-2.3,-2.13,-2.81,-2.49,-3.23
"198201",-3.24,-1.19,3.12,-1.6,2.11,0.8,1.71,-0.069967468,-0.057728237,-0.021258595,-0.9,1.21,-3.19,-8.58,2.78,0.67,0.17,1.45,-0.69,-3.25,-1.23,-2.69,-2.82,-4.15,-4.52,-3.19,-4.75,-3.28,-2.98,-1.49
"198202",-5.86,0.32,6.04,-3.46,4.57,0.92,5,-0.122290156,-0.079995403,-0.012945841,-1.97,-1.94,-5.76,-10.94,-5.22,-5.7,-1.47,-1.8,-0.43,-3.92,-4.37,-4.61,-4.62,-4.14,-4.82,-3.29,-4.48,-3.4,-4.51,-5.74
"198203",-1.87,0,3.82,-1.49,2.37,0.98,2.93,-0.03094834,0.010479749,0.041993687,2.47,3.64,-1.72,-3.61,-3.57,2.05,4.27,-2.58,1.63,-1.3,-1.17,-1.11,-0.75,-0.95,-0.22,-0.32,-0.8,-1.15,-1.11,-0.77
"198204",3.27,1.16,-2.8,1.62,-0.19,1.13,-0.41,0.004820028,0.044372045,-0.023657884,6.64,4.48,3.13,4.4,7.44,-0.17,5.45,7.34,3.83,3.72,4.8,5.96,5.34,6.1,5.54,5.31,4.54,5.34,5.23,3.65
"198205",-3.99,0.55,1.83,0.75,-0.08,1.06,2.55,-0.002518959,-0.007007835,0.02927402,-3.21,-1.82,-4.6,2.47,-5.42,-1.05,-2.68,-3.05,-0.5,-5.47,-1.84,-1.65,-2.73,-3.65,-2.4,-2.55,-3.93,-4.04,-4.39,-2.09
"198206",-3.09,-0.53,1.54,-0.12,2.66,0.96,4.99,-0.012278994,0.021930358,0.049721082,1.7,2.7,-2.6,-6.47,-2.33,-2.55,2.96,-0.73,-2.24,-2.43,-2.74,-3.18,-2.71,-1.81,-2.82,-1.86,-2.4,-1.9,-2.72,-1.76
"198207",-3.19,0.96,0.2,1.04,1.58,1.05,4.47,0.012591081,0.018612005,-0.015766171,-0.46,-0.4,-2.3,-7.95,1.56,1.18,0.17,0.81,-2.62,-3.06,-1.71,-2.09,-1.92,-0.13,-1.46,-1.99,-2.08,-3.44,-3.62,-1.72
"198208",11.14,-4.3,1.16,-1.89,0.19,0.76,-3.52,-0.057557817,-0.035302517,-0.00530724,9.21,13.76,13.8,9.82,12.79,10.84,12.48,12.39,11.93,11.33,4.43,6.98,7.64,8.52,11.1,11.24,11.84,13.04,12.26,12.59
"198209",1.29,2.59,0.34,2.16,-0.04,0.51,4.16,-0.025629974,0.026086159,0.043580276,5.32,-0.72,-1.02,1.96,1.19,1.04,4.64,1.34,1.09,4.16,3.2,4.25,4.23,4.03,4.67,3.33,2.49,3.34,1.54,0.85
"198210",11.3,1.92,-3.69,0.53,-0.37,0.59,0.03,-0.041616836,-0.00564848,-0.040512303,10.58,16.56,12.95,5.61,16.96,8.18,16.94,8.34,4.9,15.7,12.95,15.41,14.87,13.29,13.74,14.11,15.32,13.2,11.76,10.47
"198211",4.67,4.52,-1.92,-0.7,0.33,0.63,5.9,-0.004942483,0.028994948,0.008891345,5.16,8.22,5.73,-4.39,10.67,6.01,11.03,5.24,0.11,7.61,11.78,8.07,8.54,8.97,8.95,8,7.46,5.57,5.04,3.7
"198212",0.55,0.01,0.02,-0.17,1.08,0.67,0.02,0.000640026,0.030443692,-0.030748144,0.85,3.15,0.8,5.47,2.69,-1.23,-2.14,0.54,4.29,-1.31,2.03,1.94,1.12,0.26,0.45,0.58,0.78,1.8,1.05,1.39
"198301",3.6,3.28,-0.86,-1.48,-0.44,0.69,-1.7,-0.029697305,0.002954622,-0.054076718,-1.02,5.12,5.03,3.7,8.39,12.35,1.43,1.48,3.64,2.86,11.59,8.3,6.11,6.73,5.02,4.09,3.39,3.66,2.75,3.91
"198302",2.59,2.91,0.68,-0.69,1.03,0.62,3.82,0.008460786,0.040542298,-0.030304071,3.76,3.56,4.09,-0.39,3.59,-0.3,8.06,2.78,1.45,4.61,5.35,5.38,6.43,5.56,5.56,4.75,4.07,2.7,3,2.4
"198303",2.82,1.42,2.07,0.01,2.78,0.63,0.93,-0.047793006,-0.02575637,0.040400903,7.39,-1.07,2.15,5.97,0.68,0.71,8.56,4.61,0.3,4.96,5.64,4.58,4.64,3.47,4.95,4.51,3.18,2.9,3.75,3.13
"198304",6.67,0.47,0.58,-0.23,1.64,0.71,1.81,-0.00434926,0.02707356,0.03818274,6.3,11.03,6.34,9.45,7.5,5.13,8.67,5.1,4.78,8.23,7.9,8.52,7.69,8.66,6.89,6.67,6.86,6.31,6.59,7.68
"198305",0.52,6.21,-1.4,-1.92,-1.54,0.69,-1.58,-0.079089786,-0.046401437,0.020175932,-0.88,-2.14,2.17,1.29,2.74,-1.28,0.38,-2.7,2.62,2.47,10.33,8.39,5.98,5.11,3.87,4.35,4.25,3.47,2.21,-1.93
"198306",3.07,1.16,-3.89,2.27,-0.87,0.67,1.78,-0.000569103,0.052561586,0.000324873,2.97,10.4,1.63,6.48,6.13,0.23,6.13,6.87,-0.41,1.59,4.57,3.3,4.48,4.75,4.76,3.57,4.43,2.49,3.54,3.83
"198307",-4.07,0.99,5.58,-0.11,2.84,0.74,-3.12,-0.048128193,-0.025924249,0.048484505,-2.6,-3.62,-2.46,-2.38,-5.33,-5.17,-3.31,-5.6,1.05,-3.67,-2.46,-1.86,-2.06,-3.84,-2.47,-3.35,-3.66,-3.15,-3.32,-3.54
"198308",-0.5,-4.32,5.54,0.54,1.95,0.76,-5.44,-0.040697042,-0.007243694,0.043086275,0.64,-2.48,0.72,7.16,-1.08,2.19,-4.83,-1.08,1.5,-0.85,-4.6,-2.83,-3.54,-2.74,-3.2,-2.28,-1.03,0.55,-0.29,2.13
"198309",0.92,0.25,1.06,1.18,0.59,0.76,-0.11,-0.023968962,0.026226724,0.011669056,4.59,4.44,2.4,-4.85,2.14,2.26,2.28,1.29,4.66,1.63,-0.81,0.54,2.59,2.58,2.5,4,3.31,1.77,2.21,1.14
"198310",-3.44,-3.81,5,-0.72,2.97,0.76,-4.56,0.035982672,0.063144156,0.055823013,-0.24,0.37,-2.29,-2.13,-6.88,-5.22,-1.61,-2.15,3.07,-4.03,-5.95,-6.19,-5.91,-6.59,-5.6,-4.32,-4.2,-3.33,-2.35,-1.04
"198311",2.16,1.89,-0.65,-0.59,0.67,0.7,-0.08,0.014443808,0.051298332,-0.073641953,2.27,4.12,6.32,-0.56,2.26,3.18,4.43,-3.03,-1.56,4.68,2.57,3.88,3.98,6.04,4.41,5.17,4.44,4.94,2.42,1.59
"198312",-1.78,-0.45,1.68,1.46,1.25,0.73,0.77,-0.03257912,0.016562476,0.04896063,-0.46,0.97,-1.02,1.89,0.38,-1.52,-4.74,-3.58,-3.64,-0.86,-2.2,-1.25,-0.9,-1.8,-1.85,-1.53,-1.79,-2.17,-1.64,-0.16
"198401",-1.92,-0.07,7.6,-1,2.97,0.76,-2.49,-0.025235768,-0.00381429,0.066812216,-0.76,-5.39,-3.5,9.96,-6.16,4.06,-5.92,-0.61,1.49,-1.67,0.72,-1.02,-1.31,-1.43,-2.54,-4.34,-3.46,-3.25,-1.23,0.05
"198402",-4.82,-1.6,3.31,0.85,1.56,0.71,0.19,-0.042120287,-0.02623376,0.007606859,-5.73,-6.08,-6.64,3.87,-5.94,-3.7,-4.48,-1.99,-3.36,-4.88,-5.62,-5.72,-5.14,-4.62,-5.49,-6.03,-5.69,-4.54,-5.12,-2.74
"198403",0.63,-0.27,0.49,-0.88,1.09,0.73,1.1,-0.009820677,0.031759723,0.004704511,1.56,0.37,3.22,0.16,1.85,-4.21,1.26,-0.69,-0.24,2.45,0.37,1.03,1.11,0.6,1.62,1.1,2.12,1.64,2.46,0.74
"198404",-0.52,-1.01,1.24,3.32,0.75,0.81,2.05,-0.084359871,-0.046703221,0.008343428,0.48,1.3,0,4.05,-0.43,2.18,0.24,2.29,-0.39,-2.08,-2.47,-0.81,-0.33,0.08,-0.02,-0.32,-0.61,-2.33,-0.86,1.8
"198405",-5.97,0.12,0.23,2.3,-0.5,0.78,1.53,0.006224684,0.046611201,0.023845812,-2.4,-5.56,-5.71,-5.06,-5.52,-3.49,-5.14,-6.48,-0.83,-6.86,-5.14,-5.07,-4.6,-5.54,-6.14,-5.21,-5.12,-5.37,-5.34,-4.91
"198406",1.82,0.12,-2.63,3.06,-1.51,0.75,-0.7,-0.016115448,0.025298423,-0.004010062,6.31,1.99,3.22,-2.22,1.8,12.27,7.41,3.83,0.48,2.24,0.88,3,2.52,3.76,3.55,3.3,3.5,3.36,3.21,2.68
"198407",-2.74,-2.25,0.39,3.73,-2.14,0.82,2.93,-0.025851919,0.013851857,0.017499924,-1.72,2.59,-1.51,-7.17,-2.32,2.87,0.11,-3.84,-0.03,-1.8,-5.44,-4.19,-4.77,-3.62,-3.6,-2.87,-3.99,-3.18,-1.52,-0.65
"198408",10.28,-0.26,-1.83,-0.8,-0.92,0.83,-5.68,0.002582936,0.034399943,-0.027393686,8.77,10,11.97,13.75,13.88,7.15,9.9,10.26,7.75,11.16,7.72,10.61,12.6,11.41,13.04,12.58,11.56,12.79,11.07,10.67
"198409",-0.8,-0.01,5.31,1.42,2.51,0.86,3.7,-0.017693605,0.012782759,0.025093085,1.26,-0.14,-2.5,2.11,-3.9,4.04,0.02,-4.41,4.81,2.26,-0.13,-0.46,-0.71,-0.55,0.53,-0.02,-0.11,0.92,0.61,-0.09
"198410",-0.84,-1.43,0.48,1.26,-1.24,1,3.22,-0.031042883,-0.01160584,-0.005784124,1.43,2.16,0.54,-4.5,-0.51,-3.52,-0.72,1.6,3.33,0.73,-2.21,-1.92,-1.07,-0.73,0.15,-1.13,-0.98,1.01,1.06,0.41
"198411",-1.76,-0.99,4.04,0.9,2.06,0.73,1.7,-0.002790881,0.007439664,0.015994611,0.31,-2.99,-1.4,-1,-3.84,0.46,-2.82,-0.03,3.03,-0.31,-3.79,-1.71,-2.61,-1.9,-0.3,-0.26,-1.04,-0.69,-0.02,-1.14
"198412",1.84,-0.68,-0.14,1.25,-1.3,0.64,1.53,-0.03456874,-3.88e-05,-0.004252622,2.45,4.59,2.18,-0.55,2.43,5.33,0.71,2.8,2.64,3.71,0.11,1.87,2.34,1.82,2.93,2.65,2.25,3.05,3.31,2.37
"198501",7.99,3.5,-5.39,-0.86,-3.33,0.65,-6.91,-0.008422875,0.018940746,-0.018037667,5.02,9.82,8.44,6.53,12.55,5.25,13.25,8.28,2.39,9.79,12.93,12.5,13.01,11.69,10.61,10.39,10.99,9,6.92,7.41
"198502",1.22,1.01,-0.17,1.41,0.97,0.58,1.82,-0.014163286,0.007053479,0.028679288,5.04,-1.58,1.4,3.81,-1.3,3.37,2.04,3.59,1.39,2.16,4.32,2.65,2.36,2.68,1.63,0.6,1.14,1.94,2.08,1.6
"198503",-0.84,-1.46,4.03,1.28,2.92,0.62,1.69,0.007210328,0.008650447,0.034412572,4.69,-5.24,-2.71,1.55,-6.02,4.45,-0.55,3.01,6.11,-0.15,-1.34,-1.55,-2.19,-1.53,-0.97,-1.41,-0.16,-0.25,1.13,0.01
"198504",-0.96,-0.08,3.71,1.53,0.74,0.72,3.05,0.009185502,0.03091293,0.036089881,-2.12,-3.45,-1.51,3.85,-3.61,-0.71,0.11,-1.73,1.63,1.47,-0.93,-0.02,-1.35,-0.04,0.2,-0.46,-0.97,-0.23,-0.24,-0.07
"198505",5.09,-2.35,-0.88,1.36,-1.48,0.66,4,-0.000123605,0.02419513,-0.008777796,7.9,5.94,6.12,0.64,2.87,8.35,9.6,9.59,5.51,6.36,2.37,3.4,4.36,4.01,5.14,4.7,5.03,6.22,7.34,5.99
"198506",1.27,0.33,0.46,1.67,-0.61,0.55,3.63,-0.006800566,-0.000728641,0.004329084,2.72,1.51,1.55,-0.8,-0.68,4.5,1.56,2.29,3.63,2.95,1.19,1.99,1.87,3.25,2.79,2.73,1.72,2.21,2.47,1.34
"198507",-0.74,2.91,-1.67,-0.52,-0.29,0.62,-3.94,-0.01838076,0.026310156,-0.011624845,-2.58,2.4,3.47,-0.33,4.46,-4.54,-4.05,-0.4,-4.7,-0.15,2.41,2.78,2.94,2.8,1.66,1.72,0.4,-0.4,-1.68,-0.62
"198508",-1.02,-0.31,2.29,0.07,1.88,0.55,1.81,0.028969314,0.038148602,0.026345253,0.76,-2.62,-1.14,1.39,-2.52,0.52,-0.62,-0.8,1.92,-0.46,-0.46,-0.51,-0.7,-0.25,-1.01,-0.78,-0.22,-0.53,-0.48,-0.4
"198509",-4.54,-1.81,1.29,1.22,1.63,0.6,1.48,-0.022411428,-0.008938484,0.010978402,-0.65,-3.26,-3.93,-1.31,-4.76,-4.2,-4.31,-3.89,-5.31,-4.92,-6.07,-5.25,-5.66,-5.62,-5.15,-4.32,-5.19,-5.01,-4.49,-2.73
"198510",4.02,-1.54,0.77,0.77,-1.13,0.65,4.87,-0.016608705,-0.009340652,0.049047925,3.58,0.87,3.3,6.15,3.06,4.07,6.8,3.19,6.3,6.37,1.24,3.46,4.23,4.2,3.95,3.3,4.75,5.61,6.47,4.42
"198511",6.48,-0.01,-2.93,0.36,-2.33,0.61,-0.41,-0.002016276,0.027137379,0.004979427,8.48,9.98,7.85,0.48,8.66,7.37,7.89,9.78,4.24,7.41,4.59,7.18,7.52,7.69,7.7,6.39,7.97,6.58,7.15,7.08
"198512",3.88,-0.39,-1.56,0.85,-1.8,0.65,-0.12,-0.011356579,0.029059636,-0.020272355,5.42,7.18,4.57,-3.15,8.28,6.2,4.58,3.48,4.85,4.49,3.16,4.55,4.95,3.88,4.52,3.97,3.74,4.12,3.96,5.12
"198601",0.65,1,0.53,-1.94,-2.05,0.56,2.96,-0.065521789,-0.031892447,0.020310596,1.84,2.19,1.54,-6.77,-0.28,-3.94,1.48,1.14,3.78,3.54,4.88,2.54,1.18,1.42,2.24,2.36,1.76,1.76,2.75,-0.16
"198602",7.13,-0.75,-0.88,1.14,-1.42,0.53,2.77,-0.009211296,0.021454109,0.000746023,10.81,10.92,10.18,0.76,4.99,7.38,7.68,6.08,6.55,8.34,5.91,7.03,8.43,7.1,8.05,6.82,7.38,8.02,8.65,7.53
"198603",4.88,-0.55,-0.51,1.32,0.98,0.6,2.45,0.007951281,0.045014009,0.036785814,8.02,7.91,6.02,0.01,-0.07,3.8,8.65,12.05,3.95,5.76,4.12,5.63,4.43,4.82,4.48,6.63,6.82,4.23,4.51,5.97
"198604",-1.31,2.91,-2.9,2.97,0.03,0.52,-0.5,0.02938251,0.025235492,-0.002574359,0.43,-3.55,-1.73,0.71,3.92,2.43,0.16,0.72,-3.89,-2.64,1.81,1.81,0.65,1.58,1.94,0.54,-1.26,-0.78,-2.54,-1.01
"198605",4.62,-1.25,-0.12,2.12,1.1,0.49,2.02,0.004684973,0.021549937,0.022069214,8.85,3.18,4.45,7.31,0.98,4.8,9.89,7.24,3.62,4.68,3.49,4.46,3.2,4.58,4.6,5.37,4.89,5.33,5.68,5.36
"198606",1.03,-0.9,1.39,1.7,0.89,0.52,5.14,-0.069847688,-0.062621282,0.049948474,6.24,-1.26,0.02,-2.34,-3.97,5.43,3.87,5.67,5.08,1.53,1.14,0.62,0.97,1.34,0.5,1.31,0.87,1.78,1.45,1.94
"198607",-6.45,-3.56,4.76,-0.77,0.65,0.52,1.8,-0.004261169,0.021026281,-0.012519464,-5.7,-9.04,-7.28,-5.24,-8.34,-3.02,-9.52,-5.36,5.14,-6.43,-8.13,-8.6,-9.62,-8.25,-9.29,-7.24,-6.34,-6.78,-5.36,-4.88
"198608",6.07,-4.35,3.52,-1.62,3.27,0.46,-5.02,-0.026201335,0.013181291,-0.021968976,2.62,7.52,6.16,16.65,6.97,6.87,1.73,4.01,7.9,6.92,0.04,1.51,3.11,4.42,4.14,6.62,6.99,7.67,7.1,7.23
"198609",-8.6,1.97,3.2,-0.1,3.59,0.45,-5.86,-0.005347399,-0.024234489,0.045120117,-10.82,-8.18,-6.79,-0.94,-7.08,-9.29,-8.4,-12.56,-9.09,-8.81,-6.19,-6.8,-6.47,-6.73,-6.43,-6.31,-6.3,-7.51,-8.25,-9.13
"198610",4.66,-2.39,-1.44,0.15,0.94,0.46,2.7,0.040146295,0.065296254,0.018103755,8.86,6.49,6.47,2.04,0.62,4.66,7.45,7.93,5.24,4.26,1.43,2.42,3.85,4.16,3.18,3.22,5.32,5.88,6.53,5.32
"198611",1.17,-1.93,-0.09,1.11,0.6,0.39,-0.33,0.016574595,0.023125257,-0.029526194,0.74,4.83,2.83,3.06,3.53,3.94,1.83,1.35,0.55,-0.61,-1.29,-0.56,-0.35,-0.52,0.26,-0.15,0.83,0.81,1.39,2.63
"198612",-3.27,0.08,0.31,0.98,-0.04,0.49,0.4,0.01129851,0.034701299,-0.007154495,-3.19,-2.19,-1.91,-0.49,-3.68,-3.73,-6.27,-1.25,-3.31,-2.54,-4.19,-3.29,-2.65,-2.74,-2.05,-2.33,-2.92,-3.65,-3.7,-2.27
"198701",12.47,-1.49,-3.21,0.25,-1.1,0.42,2.08,-0.02906233,-0.007746584,-0.071797072,14.51,18.81,14.33,13.9,16.46,5.32,11.54,13.16,9.3,11.17,10.75,10.96,12.02,11.97,11.52,11.99,13.34,12.5,12.62,13.33
"198702",4.39,3.38,-5.96,-0.8,-2.7,0.43,-2.17,0.005439631,0.027100546,-0.039791198,5.62,3.47,4.79,-1.68,9.41,0.04,9.87,11.28,-2.15,4.69,8.08,8.03,7.18,8.33,6.75,6.72,5.91,5.3,4.82,3.47
"198703",1.64,0.24,1.59,1.33,3.96,0.47,1.6,-0.023641863,0.017991638,-0.017137196,1.07,4.63,3.24,12.26,2.68,1.43,1.75,0.15,-1.66,-0.29,3.36,1.98,2.41,1.43,1.8,1.05,1.77,1.14,1.1,2.67
"198704",-2.11,-1.56,-0.32,-0.46,1.24,0.44,0.25,-0.126322684,-0.107905149,-0.040554407,-3.66,4.08,-1.38,0.17,4.39,-2.42,-2.84,-2.46,-4.33,-4.1,-1.99,-2.23,-2.06,-3.71,-3.18,-2.1,-1.42,-3.51,-2.29,-0.85
"198705",0.11,-0.6,0.16,0.63,1.36,0.38,-0.68,0.005895904,0.032510783,0.009954667,2.58,-1.41,0.5,3.05,0.29,3.33,-0.11,1.23,-1.85,-0.02,-0.09,-0.54,-0.2,-1.12,0.77,0.31,0.64,0.46,0.09,0.98
"198706",3.94,-2.27,1.06,1.82,0.85,0.48,-0.2,0.008100339,0.057501642,0.026701148,6.82,2.98,5.09,5.72,0.01,7.04,6.52,4.76,3.39,4.62,1.72,1.08,2.42,2.86,2.79,3.52,3.26,4.29,5.18,5.19
"198707",3.85,-1.09,0.71,-0.39,1.58,0.46,2.68,0.016391733,-0.028567176,0.004478087,5.68,6.96,7.2,3.28,1.03,6.02,5.89,5.75,-1.68,3.62,2.07,2.65,2.85,3.39,4.03,4.72,4.52,5.16,4.94,4.32
"198708",3.52,-0.91,-0.91,1.97,-1.6,0.47,-0.89,-0.002212639,0.015367868,-0.056095233,3.73,5.68,2.7,1.78,7.4,5.1,3.33,2.2,3.71,4.33,0.99,2.4,3.81,3.49,4.28,2.26,4.13,3.13,3.33,4.65
"198709",-2.59,0.39,0.28,-0.94,1.89,0.45,0.72,-0.03012279,-0.039013073,0.002251011,-2.75,-3.98,0.34,-3.86,-2.71,2.99,-6.34,-2.55,-2.31,-1.79,-1.19,-2.58,-2.32,-1.88,-2.18,-2.45,-1.14,-1.64,-2.44,-2.24
