"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"197109",-0.85,0.21,-2.94,2.53,-1.54,0.37,2.09,0.019807744,0.06158809,0.005094309,-0.05,-0.05,-0.24,-1.67,-1.56,0.27,0.69,0.66,-1.49,-0.42,-0.18,-0.12,-1.28,-0.52,-0.74,0.06,-0.71,-0.33,-0.92,-0.39
"197110",-4.42,-1.64,-0.47,1.35,-1.27,0.37,0.46,-0.056367665,-0.011850215,0.040043327,-4.33,-5.06,-6.03,-4.3,-4.37,-1.83,-3.39,-2.47,2.04,-4.21,-6.98,-6.05,-5.54,-4.24,-5.82,-6.37,-4.22,-3.97,-5.59,-3.25
"197111",-0.46,-2.9,-1.74,2.25,-0.4,0.37,1.47,-0.091977306,-0.036281423,0.007584999,-0.38,0.17,-0.93,0.01,1.77,0.43,0.23,0.69,-1.22,-0.27,-5.56,-3.72,-3.81,-1.22,-1.86,-1.96,-1.2,-1.49,-0.97,1
"197112",8.71,3.24,-0.3,-0.45,-1.78,0.37,-0.68,0.00849982,0.048140394,-0.002679788,10.52,6.21,10.04,8.83,11.28,7.55,10.29,7.79,8.12,8.22,12.85,12.42,13.92,11.85,10.27,11.75,11.25,9.79,9.82,8.07
"197201",2.49,6.31,2.03,-1.8,0.3,0.29,0.24,-0.094112914,-0.080965191,-0.033743274,2.51,3.38,3.36,0.16,8.42,1.01,0.27,2.63,-0.32,3.36,14.69,11.44,7.77,7.53,5.64,5.04,4.25,2.38,2,1.73
"197202",2.87,0.98,-2.76,2,-0.55,0.25,2.7,-0.030595308,0.018493554,0.009939841,4.64,0.57,4.86,2.61,1.88,0.24,5.6,7.12,-2.5,2.25,4.66,3.57,3.58,4,2.41,4.38,3.52,1.74,3.28,3.01
"197203",0.63,-0.48,-1.69,1.49,-0.18,0.27,2.91,-0.011371745,0.02532283,0.033091154,0.09,4.29,2.52,-5.45,1.09,-0.33,2.04,0.46,-0.14,2.29,-0.86,-0.45,0.55,0.3,0.75,1.32,1.01,1.26,-0.32,1.13
"197204",0.29,0.14,0.22,-0.46,-0.9,0.29,2.9,-0.002956203,0.019062129,0.015085179,1.9,-0.59,1.87,-0.66,0.74,-1.06,-0.6,1.1,-2.8,1.79,0.5,-0.22,1.58,0.52,0.39,0.2,0.64,-0.48,1.24,0.57
"197205",1.25,-3.14,-2.69,2.39,-1.85,0.3,3.18,-0.064446317,-0.042047697,-0.001481258,0.4,-1.2,2.1,3.62,3.71,1.24,1.46,3.71,-0.17,-0.63,-2.84,-1.93,-3.29,-0.21,-1.11,0.08,2.1,-0.37,0.66,2.64
"197206",-2.43,-0.36,-2.48,1.73,-0.35,0.29,1.93,0.006107311,0.004577729,0.013726388,-1.11,-2.92,-2.21,-0.98,-2.55,-2.64,-3.95,2.54,-1.56,-4.51,-4.2,-3.25,-2.16,-2.15,-3.48,-2.17,-2.83,-3.97,-3.21,-1.4
"197207",-0.8,-2.74,0.77,1.04,-0.59,0.31,2.75,-0.08958325,-0.06620216,0.016229716,-1.61,-2,0.45,-1.09,0.95,0.74,-2.48,3.1,0.05,-2.96,-3.69,-4.99,-3.49,-4.16,-2.09,-2.48,-2.74,-2.54,-2.06,0.9
"197208",3.26,-3.53,4.68,-2.18,2.96,0.29,-5.34,0.014350504,0.023467481,-0.031049819,-0.1,3.75,2.21,12.41,2.86,5.18,-0.39,1.05,5.95,3.55,-0.11,-0.31,0.57,1.26,2.86,2.48,2.56,3.84,5.01,3.7
"197209",-1.14,-2.27,0.49,1.64,-1.96,0.34,1.75,-0.018951562,0.026895288,-0.014889735,-2.6,-0.92,-1.18,-0.21,-1.16,4.27,-0.55,-0.43,0.18,-1.74,-4.44,-4,-3.48,-2.86,-1.87,-2.45,-3.42,-1.37,-1.96,0.19
"197210",0.52,-2.51,1.32,-0.06,-0.04,0.4,0.75,-0.039857779,-0.02237925,-0.015453609,0.02,-2.35,1.07,3.12,-3.3,2.27,0.9,1.5,6.77,1.12,-3.22,-2.25,-0.87,-0.27,-0.55,-0.29,-0.84,0.54,0.92,1.45
"197211",4.6,-0.55,4.78,-2,3.34,0.37,-5.16,-0.016865767,-0.031199203,-0.007762048,6.87,8.1,4.23,6.19,2.5,7.04,5.94,-0.53,6.39,5.12,4.3,4.97,6.06,6,5.78,5.2,7.45,7.42,6.59,4.01
"197212",0.62,-1.82,-2.29,2.45,-2.2,0.37,4.98,-0.073530578,-0.034443021,0.008821112,0.53,1.74,0.82,1.05,1.99,1.45,1.83,3.73,-1.54,-0.76,-2.88,-1.59,-2.48,-1.21,0.17,-0.65,-1.19,-0.92,-1.13,2.29
"197301",-3.29,-2.81,2.68,0.46,0.95,0.44,3.72,-0.056352759,-0.026345049,-0.014858086,-4.71,-6.69,-3.64,5.02,1.92,-2.12,-4.27,-1.18,-4.28,-7.47,-2.85,-4.97,-4.94,-7.4,-5.98,-6.21,-6.21,-5.17,-6.72,-0.57
"197302",-4.85,-4.03,1.68,-0.52,0.02,0.41,2.12,-0.048319001,0.02746282,-0.01091379,-4.36,-6.03,-2.17,-7.36,-3.03,-4.64,-6.42,-0.71,-1.98,-6.09,-8.07,-8.71,-8.41,-7.7,-8.19,-7.43,-5.94,-5.72,-4.01,-3.2
"197303",-1.29,-2.36,2.84,-1.03,0.73,0.46,3.62,-0.030718751,-0.013497238,-0.012799924,-1.04,-2.85,-0.42,3.12,-1.23,0.53,-5.71,0.78,-2.16,-0.29,-2.42,-2.83,-2.39,-2.37,-2.96,-2.98,-2.34,-2.71,-1.25,0.18
"197304",-5.68,-3.01,5.66,-1.74,2.73,0.52,6.4,-0.040650607,-0.009478011,0.023191603,-6.26,-5.1,-4.56,-1.03,-6.7,0.86,-8.36,-5.48,-0.58,-7.79,-7.24,-7.42,-7.12,-7.9,-5.91,-6.29,-7.5,-5.79,-5.38,-3.81
"197305",-2.94,-5.99,0.19,1.91,-1.77,0.51,7.08,-0.11566844,-0.063803498,-0.00294238,-2.12,-4.3,-1.24,-3.45,-2.59,-0.84,-2.14,1.07,0.36,-5.03,-9.35,-8.84,-8.64,-8.35,-6.45,-6.34,-5.96,-4.49,-2.56,-0.7
"197306",-1.56,-2.55,1.43,-0.33,0.23,0.51,4.32,-0.199889288,-0.163466754,-0.032431208,-3.48,-2.61,-0.44,1.61,-0.09,-0.32,-5.73,0.02,-2.47,-0.28,-3.49,-3.75,-2.39,-3.69,-3.41,-1.97,-3.53,-2.93,-3.3,0.16
"197307",5.04,7.25,-5.18,0.01,-3.44,0.64,-11.67,-0.096582013,-0.008639371,0.002582805,7.52,7.2,6.57,0.34,4.98,-0.31,10.99,6.87,-2.39,9.59,12.13,12.74,13.33,11.82,9.96,9.07,9.49,9.66,7.22,3.44
"197308",-3.84,-1.77,1.18,-1.45,1.24,0.7,3.42,-0.097435637,-0.027935086,0.015779524,-3.31,-3.92,-1.62,-3.74,-3.68,-3.93,-4.2,-6.91,-2.09,-2.24,-5.88,-5.02,-4.97,-4.46,-3.39,-3.44,-1.54,-2.35,-1.54,-3.47
"197309",4.75,3.54,2.11,-2.22,1.87,0.68,-7.02,-0.121543296,-0.000820661,0.017045213,5.87,7.85,4.57,9.27,-2.8,7.67,7.42,0.79,7.9,7.19,7.34,9.59,9.86,9.5,9.91,10.2,10.78,9.87,8.89,2.86
"197310",-0.86,-0.21,1.74,-1.94,2.66,0.65,6.74,-0.053238019,0.023901007,-0.04302758,-2.34,-4.5,0.27,5.22,3.85,-5.54,-3.51,1.83,-3.38,-1.08,0.06,-1.23,-0.82,-0.29,-0.93,0.73,-0.36,-0.78,-1.68,0.18
"197311",-12.74,-7.3,4,-2.82,1.51,0.56,8.63,-0.300163745,-0.237808204,-0.026586581,-14.31,-16.19,-14.49,-6.17,-11.46,-1.94,-18.7,-7.77,-11.61,-13.45,-19.49,-18.67,-17.99,-17.77,-16.81,-17.14,-17.24,-15.27,-12.09,-9.86
"197312",0.58,-4.63,4.25,-3.02,2.38,0.64,10.38,-0.13413745,-0.08067028,-0.01694581,-1.62,-3.77,1.01,8.59,-4.32,4.54,-0.39,-4.48,3.41,2.44,-4.9,-2.45,-1.78,-1.12,-0.87,1.08,0.98,3.62,1.47,1.32
"197401",-0.17,10.51,5.86,-2.98,4.39,0.63,-8.82,-0.162189172,-0.069279226,0.101318032,2.38,6.28,0.41,-7.53,1.25,2.01,6.76,-2.52,4.55,1.12,13.78,10.96,9.38,7.97,6.57,6.29,3.41,2.26,1.76,-2
"197402",-0.48,0.16,2.55,-1.97,2.68,0.58,0.14,-0.120028221,-0.054714415,0.039670348,0,-0.99,-0.11,-1.48,-0.6,4.76,0.95,-1.23,0.27,1.02,0.16,-0.58,1.42,0.77,0.28,-0.3,-0.17,0.96,0.33,-0.08
"197403",-2.81,2.61,-0.09,2.95,0.38,0.56,-0.98,-0.001286667,0.114093969,0.043549255,-1.85,0.03,-0.89,-3.33,-2.76,-4.59,-3.33,1.21,-3.63,-3.62,1.6,-0.55,-0.98,-0.71,-1.6,-1.96,-2.72,-3.3,-3.29,-2.22
"197404",-5.29,-0.63,1.01,2.81,1.79,0.75,2,-0.041920825,0.001053694,0.022131511,-3.77,-3.94,-2.39,-6.3,-3.68,-5.31,-1.96,-1.48,-12.19,-6.4,-5.19,-5.8,-6.93,-5.31,-5.75,-5.73,-6.49,-6.34,-6.13,-3.63
"197405",-4.67,-3.21,-2.07,5.06,-0.1,0.75,-0.25,-0.101753842,-0.082826784,0.061045419,-2.82,0.52,-2.09,-7.48,-4.26,-1.52,1.16,-0.12,-4.89,-8.38,-7.19,-7.29,-7.98,-7.09,-7.82,-8.33,-7.9,-6.4,-6.41,-1.69
"197406",-2.83,0.02,0.79,0.67,3.15,0.6,2.38,-0.069363139,-0.063844669,-0.007755686,-0.56,-2.71,-0.3,-0.27,-2.95,0.3,-2.71,-1.62,-6.17,-5.51,-2.78,-3.09,-2.88,-2.67,-2.88,-4.43,-3.47,-3.58,-3.11,-1.48
"197407",-8.05,1.98,5.21,-3.24,4.56,0.7,3.02,-0.231121871,-0.135459722,-0.00460426,-10.21,-11.74,-7.29,-0.66,-8.45,-7.63,-12.9,-14.06,0.79,-6.64,-5.64,-5.62,-5.01,-4.71,-4.3,-3.06,-5.34,-4.53,-5.95,-8.72
"197408",-9.35,0.31,2.57,-0.12,2.55,0.6,3,-0.101842067,-0.062730438,-0.031422272,-10.27,-6.7,-10.21,-8.54,-4.9,-0.04,-13.03,-8.11,-8.62,-10.62,-8.03,-8.45,-8.59,-7.96,-8.84,-8.38,-9.62,-9.66,-10.19,-8.37
"197409",-11.77,1.46,5.52,-4.4,5.91,0.81,4.32,-0.110298281,-0.066968658,0.023200311,-12.15,-12.76,-12.54,-7.87,-16.88,-3.81,-12.02,-15.55,-1.34,-9.58,-7.72,-8.61,-8.6,-8.18,-8.42,-7.99,-8.89,-8.29,-7.74,-12.48
"197410",16.1,-6.85,-9.72,0.02,-2.94,0.51,-0.5,-0.085646798,0.00703177,-0.073523006,15.64,4.1,16.26,20.97,14.83,10.85,10.24,29.52,13,20.22,7.04,10.27,9.96,9.65,9.97,11.63,15.55,14.97,18.14,18.12
"197411",-4.51,-1.45,-0.08,-3.39,2.96,0.54,2.17,-0.083564545,0.033606284,-0.025351189,-3.84,-4.67,-6.16,-4.18,-4.92,-3.09,-5.72,-1.2,-0.15,-2.76,-5.88,-5.2,-3.92,-4.63,-3.57,-3.85,-3.23,-1.97,-2.11,-4.63
"197412",-3.44,-4.35,0.06,-0.59,3.23,0.7,2.94,-0.104666031,-0.042502112,0.019079861,-0.6,-3.86,-4.46,0.78,-5.3,1.57,-3.41,-3.37,-0.83,-4.35,-8.48,-6.6,-6.76,-5.61,-5.51,-4.44,-5.33,-3.14,-1.39,-2.09
"197501",13.66,12.8,8.21,-0.95,-0.87,0.58,-13.81,-0.113622803,-0.076058758,0.10827995,18.88,21.31,14.47,6.51,15.29,11.1,25.85,-0.61,18.84,17.81,26.95,28.41,25.75,24.33,24.8,20.9,22.41,19.1,15.16,10.77
"197502",5.56,-0.66,-4.53,1.06,-2.15,0.43,-0.58,-0.075727911,0.018544141,0.037053744,4.1,4.58,8.12,2.28,13.21,5.16,4.99,16.04,0.92,2.84,4.42,4.77,5.46,3.73,3.62,4.73,3.88,4.01,4.45,7.11
"197503",2.66,4.01,2.42,1.35,-1.25,0.41,-1.99,-0.130484163,0.005586976,0.060094361,7.07,6.69,5.07,-2.2,1,-0.85,10.47,1.28,-1.34,4.12,8.37,7.76,5.77,6.22,5.89,4.99,6.38,4.89,2.89,1.96
"197504",4.23,-0.56,-1.16,1.48,-1.35,0.44,1.33,7.97e-05,0.034443045,0.001324092,3.11,4,9.45,7.26,5.54,-0.95,2.55,0.72,-1.58,3.3,3.11,4.4,3.45,3.59,4.64,4.78,4.87,4.61,4.23,4.81
"197505",5.19,2.89,-4.07,-0.99,-0.62,0.44,-0.47,-0.066735432,-0.011805811,-0.028674225,5.21,2.62,2.6,12.35,5.86,3.52,4.24,6.48,8.45,5.68,7.99,8.17,7.81,7.74,5.72,5.54,7.6,5.32,5.07,5.35
"197506",4.82,1.32,1.29,-2.9,1.08,0.41,0.06,0.023377436,0.025190698,-0.01416778,5.35,10.2,3.64,6.24,2.27,4.07,7.55,0.91,10.77,5.95,7.44,6.26,7.38,6.23,5.79,5.84,5.95,7.82,6.86,4.24
"197507",-6.59,3.42,1.65,0.46,1.21,0.48,0.43,-0.059402694,-0.026391691,-0.007415209,-5.39,-2.06,-5.85,-4.18,-9.4,-4.22,-7.48,-12.03,-4.78,-6.12,0.75,-2.26,-3.6,-2.88,-3.86,-4.38,-4.66,-6.8,-5.77,-6.91
"197508",-2.85,-2.8,-0.9,1.06,-0.89,0.48,-0.13,-0.127523121,-0.120167118,-0.010687388,-3.12,-3.43,-0.88,-0.94,-2.97,-3.59,-0.24,-3.34,-1.3,-5.12,-5.87,-5.98,-5.56,-4.48,-3.71,-3.98,-3.72,-3.33,-2.09,-1.68
"197509",-4.26,0.02,0.33,0.68,0.49,0.53,0.32,-0.089978793,-0.052219063,-0.015319912,-2.51,-2.56,-5.65,-1.15,-0.84,-1.25,-3.5,-6.54,-0.97,-6.3,-3.36,-3.55,-3.25,-4.03,-3.76,-4.17,-3.95,-4.06,-3.22,-3.68
"197510",5.31,-4.21,0.29,-0.41,2.27,0.56,-0.14,-0.064972768,0.025481187,0.089329308,10.55,8.87,5.65,-1.39,8.38,6.82,9.79,10.68,6.51,3.91,0.74,2.38,2.68,2.7,1.77,3.78,5.12,6.34,5.26,6.74
"197511",2.65,-1.07,1.99,-0.56,1.71,0.41,-0.45,0.007609221,0.027893178,0.03543367,4.09,3.4,3.18,-1.62,5.02,4.26,4.41,5.12,3.13,3.56,1.78,2.14,2.96,2.02,1.97,3.59,3.59,4.34,2.4,3.19
"197512",-1.6,-0.03,1.78,-0.12,0.62,0.48,-0.12,-0.024581841,-0.020222664,-0.000583791,-1.51,-0.39,-1.4,0.06,-1.25,-0.1,-3.02,-6.36,1.33,-0.29,-1.28,-0.49,-1.5,-1.1,-0.15,0.16,-0.2,-1,-0.02,-1.59
"197601",12.16,6.34,8.6,-1.89,2.37,0.47,4.45,-0.060278465,-0.033185694,0.01834159,11,15.59,16.8,8.36,18.31,9.5,9.04,7.78,8.37,12.93,19.81,19.02,18.89,17.33,16.98,16.39,15.5,14.48,12.89,10.96
"197602",0.32,7.97,5.85,-2.71,3.83,0.34,0.36,-0.018513659,0.051976145,-0.041167573,-1.07,3.89,1.89,-3.15,1.2,3.56,4.58,-6.52,-3.53,3.13,12.68,9.41,8.38,8,5.94,5.83,4.08,2.41,1.48,-1.65
"197603",2.33,-1.32,-0.02,-0.51,1.09,0.4,0.19,-0.018564972,0.008682427,-0.014990479,0.72,3.63,0.77,7.27,2.97,0.59,3.49,6.52,1.42,1.94,1.72,1.9,0.57,1.33,1.67,1,2.11,1.64,0.82,3.58
"197604",-1.49,0.12,-0.02,0.43,-1.11,0.42,0.5,-0.030321213,-0.048998801,-0.020685058,-1.71,1.89,-1.4,2.12,-3.4,1.72,-4.64,-4.31,0.65,-1.56,-1.03,-1.7,-0.92,-1.4,-0.23,-1.1,-1.28,-1.36,-0.84,-1.06
"197605",-1.35,-1.13,-1.31,2.53,-1.41,0.37,-1.11,-0.090128,-0.08679728,-0.039714108,-2.18,-3.18,-1.24,5.49,0.53,-2.95,-5.67,-2.81,-1.38,-1.67,-2.97,-2.02,-1.67,-2.22,-0.9,-1.68,-1.22,-1.66,-0.22,-0.79
"197606",4.05,-1.14,0.73,-0.53,0.93,0.43,-0.43,-0.064945927,-0.022205962,-0.00685273,3.65,4.26,3.96,5.07,8.21,3.58,1.4,3.66,4.27,5.4,1.94,3.14,2.89,3.86,5.39,5.81,4.82,5.72,4.92,4.39
"197607",-1.07,0.61,1.73,-1.11,0.28,0.47,-0.12,-0.091403456,-0.053644138,-0.027958705,1.52,-1.07,-1.87,-0.66,-2.21,1.24,-2.23,-0.38,2.82,-0.05,-0.03,0.45,0.3,0.78,0.2,-0.46,-0.19,-0.11,-0.71,-0.83
"197608",-0.56,-2.03,0.77,-0.44,-0.58,0.42,-0.85,-0.01440666,0.032301872,0.016883907,-0.29,-1.43,-1.57,-0.88,-0.84,4.73,2.98,2.17,2.93,-1.14,-1.81,-0.97,-2.65,-1.64,-1.44,-1.91,-0.43,-0.87,-0.12,0.45
"197609",2.06,0.13,-0.28,0.99,-1.12,0.44,0.24,-0.037756972,0.018103986,-0.015789182,1.54,4.52,0.91,5.98,2.89,1.61,0.34,3.62,4.1,0.94,1.3,2.48,2.64,3.58,2.61,2.45,2.1,2.03,2.29,2.53
"197610",-2.42,0.14,-0.13,-0.23,-0.33,0.41,-0.46,-0.087291914,-0.043533317,0.005868334,-1.6,-1.18,-3.55,-2.41,-4.5,1.27,-0.89,-3.75,-0.84,-0.46,-1.75,-1.65,-2.48,-1.82,-1.69,-1.87,-2.46,-1.32,-2.84,-2
"197611",0.36,2.71,1.52,-1.22,0.08,0.4,2.9,-0.081945316,-0.021607498,-0.025099939,1.75,-0.75,-0.53,0.86,1.66,3.15,4.97,-9.69,3.16,2.04,2.22,4.23,4.14,3.5,3.75,4.2,3.22,2.96,2.23,-0.8
"197612",5.65,3.62,2.23,-0.44,2.23,0.4,0.77,-0.025285674,0.055444904,-0.011312188,5.24,9.7,6.08,6.27,3.84,3.46,2.31,6.26,6.53,8.39,10.54,9.04,10.26,9.19,9.43,7.32,7.91,7.24,6.94,4.83
"197701",-4.05,5.92,4.26,-0.45,1.89,0.36,3.96,-0.062479771,-0.044899862,-0.031305555,-4.08,-4.14,-5.84,0.25,-3.88,0.1,-7,-8.82,0.8,-4.15,5.34,3.21,2.06,1.12,0.4,-0.51,-2.11,-2.74,-4.04,-5.13
"197702",-1.95,1.12,0.48,-0.16,-0.21,0.35,0.38,-0.000435197,0.037313859,-0.010064777,-1.4,-3.49,-0.72,-2.95,-0.65,0.97,-1.87,-0.21,-3.4,-1.75,0.43,-0.16,-1.13,-0.47,-1.06,-2.61,-1.59,-2.55,-2.38,-1.39
"197703",-1.37,1.31,1.04,-0.38,-0.12,0.38,0.48,-0.056292351,0.032344746,0.010646436,-1.39,-3.37,-0.15,-2.08,-0.04,-1.03,-2.72,-1.79,0.15,-0.11,1.09,0.58,0.05,0.06,0.39,0.47,0.12,0.01,-0.04,-1.8
"197704",0.15,0.6,3.45,-2,1.15,0.38,4.24,-0.01072424,-0.009282595,-0.027604596,0.52,3.19,0.57,2.57,-3.45,0.67,-3.43,-5.2,1.95,2.16,2.13,1.63,2.15,1.77,1.08,2.19,1.55,1.6,2.14,-0.53
"197705",-1.46,1.3,0.83,0.37,0.09,0.37,2.03,-0.03332807,-0.01308848,0.015943407,-0.95,-0.5,-2.7,-0.4,-1.47,1.43,-2.74,-1.88,1.67,-0.84,0.71,-0.17,-0.21,0.03,0.12,-0.25,-0.56,-0.81,-0.15,-1.63
"197706",4.71,2.08,-0.64,0.95,-1.23,0.4,1.78,-0.008645491,0.017870555,0.022449209,4.53,4.32,3.37,6.06,7.78,1.96,6.02,9.04,5.72,5.34,5.99,6.19,5.99,7.26,6.87,6.12,4.98,5.81,4.18,4.91
"197707",-1.69,1.81,-0.61,0.59,0.04,0.42,0.31,-0.048158005,-0.012952941,0.001167172,1.21,-2.43,-3.52,-1.84,-0.16,-0.86,-0.19,-2.24,0.87,-0.36,1.79,0.62,0.22,-0.32,-0.24,-0.67,-1.35,-1.97,-2.15,-1.27
"197708",-1.75,0.88,-2.79,0.95,-0.59,0.44,-1.76,-0.0475812,0.006194455,0.030713639,0.1,-0.87,-1.13,-5.72,0.49,-2.26,4.64,3.79,-3.25,-1.24,-0.18,-0.73,-0.32,-0.85,-0.43,-0.28,-1.98,-1.61,-2.41,-1.13
"197709",-0.27,1.54,-0.51,1.13,-0.82,0.43,2.06,-0.047210173,-0.019074979,0.011497574,0.26,1.6,-0.97,0.78,-1.79,3.47,-0.66,-0.84,2.01,-0.08,2.14,1.18,0.62,0.36,1.93,0.51,-0.07,0.99,-0.12,-0.17
"197710",-4.38,1.51,1.71,-0.09,-0.27,0.49,-0.12,-0.033288915,-0.001142194,-0.01304346,-3.34,-4.46,-4.38,-3.58,-3.19,-5.01,-3.09,-1.68,-3.14,-4.43,-2.26,-2.55,-2.39,-2.63,-2.21,-3.07,-2.68,-4.12,-3.84,-4.26
"197711",4,3.62,0.35,-0.09,0.66,0.5,2.21,-0.012713391,0.029249809,0.004861031,4.61,1.95,4.18,3.45,5.22,2.21,5.47,6.02,4.3,6.46,7.71,8.51,8.61,7.53,6.85,7.05,6.64,6.56,4.31,3.14
"197712",0.27,1.62,-0.34,1.06,-0.67,0.49,1.56,0.019317685,0.034972536,-0.006193707,-0.01,-0.65,0.85,1.85,2.4,2.17,-1.33,0.59,-0.32,0.64,2.63,2.95,2,1.5,1.73,0.96,1.37,0.2,0.62,0.52
"197801",-6.01,2.69,3.29,-1.66,1.52,0.49,-0.72,-0.042218779,-0.005989336,0.005290181,-5.3,-6.86,-5.94,-6.9,-4.73,-4.15,-6.86,-1.86,-4.57,-5.32,-0.14,-2.11,-2.86,-3.93,-4.22,-4.48,-5.47,-5.51,-5.42,-6.21
"197802",-1.38,3.66,0.8,0.26,1.04,0.46,1.91,-0.019297252,0.01420979,-0.001978663,0.13,0.41,-2.45,-1.1,-3.48,4.12,-0.43,-3,-0.4,-0.16,3.74,2.84,1.16,1.57,1.73,0.33,0.64,-1.55,-1.88,-1.56
"197803",2.85,3.72,1.25,-0.45,1.88,0.53,1.37,-0.010491407,0.003864539,0.016379695,4.15,6.11,3.83,2.03,-0.69,2.64,2.77,4.16,2.48,5.43,7.6,6.99,6.78,6.08,5.41,5.49,5.07,4.71,4.45,1.77
"197804",7.88,-0.32,-3.47,2.47,-1.35,0.54,0.84,-0.0078029,0.020167274,0.034562452,6.9,9.68,11.41,6.76,13.31,2.96,10.88,9.2,0.23,9.34,8.33,8.27,8.04,7.76,7.62,7.68,7.11,7.03,7.63,9.2
"197805",1.76,4.61,-0.6,0.36,0.34,0.51,2.85,0.018013515,0.02276946,0.011628716,4.25,0.13,4.28,0.81,1.62,-0.39,1.26,5.25,0.71,2.55,8.21,5.66,6.17,5.1,5.3,4.68,3.91,3.14,2.86,0.73
"197806",-1.69,1.6,0.58,-1.38,0,0.54,2.78,0.010747892,0.014774401,0.009079551,-0.26,-2.86,-1.52,-3.73,-0.36,-1.52,-1.95,1.1,0.82,-0.27,0.82,0.69,-0.02,0.39,0.24,0.1,0.1,-0.74,-1.24,-1.88
"197807",5.11,0.16,-1.11,1.5,-0.79,0.56,4.23,-0.043481563,-0.03438786,0.027464859,3.56,4.63,7.66,3.44,8.58,1.43,5.08,8.87,2.82,6.57,4.82,5.91,6.05,6.94,5.3,4.83,6.16,6.82,5.16,5.52
"197808",3.75,4.97,-0.48,1.45,0.39,0.56,2.85,0.020908268,0.038308871,-0.001042025,4.13,2.88,3.89,5.13,6.02,3.57,5.61,1,0.45,6.35,10.39,7.1,8.25,8.36,6.9,7.29,5.18,5.1,3.59,3
"197809",-1.43,-0.31,1.88,-0.72,1.81,0.62,-3.12,-0.005565764,-0.010754207,-0.026364863,-0.39,-0.45,-2.08,4.76,-4.16,1.21,-2.63,-2.75,-0.25,-1.24,0.36,-1.22,-1.5,-1.2,-1.05,-1.55,-1.76,-0.97,-0.71,-0.56
"197810",-11.91,-10.08,1.36,0.16,1.06,0.68,-8.38,-0.108156643,-0.100085127,0.044412279,-11.57,-11.18,-11.4,-10.61,-10.82,-4.53,-14.07,-12.84,-7.11,-14.07,-20.83,-20.81,-19.98,-18.72,-18.02,-16.43,-14.57,-13.18,-11.83,-7.62
"197811",2.71,2.86,-2.21,1.22,-1.23,0.7,5.49,-0.075025642,-0.029936015,-0.035608554,2.21,0.78,3.04,6.21,5.08,3.01,2.57,5.18,3.02,2.51,4.41,6.13,6.7,5.83,5.9,3.91,3.27,3.11,3.2,3
"197812",0.88,1.09,-2.19,2,-1.41,0.78,3.05,-0.033950702,0.03698508,0.00197454,1.73,-0.56,1.51,2.95,6.44,0.1,-0.61,3.42,-1.23,1.31,1.96,1.82,1.98,2.92,2.46,1.77,1.26,1.23,0.46,1.97
"197901",4.23,3.87,2.25,-2.49,1.57,0.77,-1.27,-0.014406977,0.025153835,-0.009835082,4.19,4.99,6.26,3.19,4.31,3.64,5.64,1.42,6.37,6.07,10.01,9.16,8.79,7.79,6.9,7.74,5.86,6.32,5.25,3.5
"197902",-3.56,0.55,1.18,-1.14,1.02,0.73,-1.05,-0.03296287,0.008298918,-0.028181332,-3.51,-3.54,-4.47,0.64,-3.31,-0.63,-4.33,-4.52,-1.6,-3.27,-1.56,-2.85,-2.1,-3.05,-1.75,-3.03,-2.92,-3.81,-2.68,-2.86
"197903",5.68,3.17,-0.65,0.66,0.25,0.81,2.89,-0.04378322,0.022568588,-0.005569935,4.07,6.6,7.28,9.3,7.61,0.16,5.99,5.05,2.38,8.18,8.02,8.96,9.51,9.09,10.03,9.1,7.54,8.65,7.53,4.85
"197904",-0.06,2.4,1.07,1.19,0.23,0.8,0.8,0.004782129,0.055718868,0.016530843,0.22,3,-0.35,4.31,0.33,-2.13,0.69,0.42,-2.7,1.55,3.21,2.81,1.13,3.05,2.23,1.38,2.3,0.97,-0.14,0.29
"197905",-2.21,0.41,1.83,-0.92,-0.76,0.82,-0.26,-0.080995007,-0.045876625,-0.021702713,-1.77,-0.79,-2.29,-2.31,-1.98,0.09,-2.57,-2.64,1.41,-0.1,0.11,-1.74,-1.18,-1.15,-1.49,-1.82,-1.05,-0.78,0.26,-1.95
"197906",3.85,0.97,1.44,-1.73,-0.46,0.81,0.84,-0.011874814,0.024856796,-0.016358543,3.28,2.99,3.48,9.2,0.49,1.95,2.95,4.83,5.01,7.01,5.33,5.48,6.74,6.38,6.07,4.76,5.89,6.62,5.98,3.54
"197907",0.82,1.24,1.72,-0.19,0.59,0.77,-1.09,0.022647808,0.061565709,-0.015944995,2.07,2.05,2.08,1.71,-1.52,-0.11,1.15,0.14,2.12,3.31,1.83,3.11,2.73,3.33,2.98,4.1,3.47,1.98,2.78,0.5
"197908",5.53,1.94,-1.52,1.5,-1.45,0.77,-0.25,0.013034643,0.037199081,0.015613965,7.55,4.71,7.51,7.97,5.94,1.57,8.82,8.54,2.05,5.85,7.29,7.74,7.88,7.7,8.09,6.54,7.53,7.02,6.06,5.63
