"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"197108",3.79,-0.19,2.71,-0.37,2.62,0.47,3.51,-0.04506365,-0.006320622,0.027211918,3.32,8.18,5.37,0.63,5.48,1.93,2.58,4.7,-1.17,5.14,2.79,5.29,5.66,5.01,4.08,6.67,5.93,4.9,3.95,4.32
"197109",-0.85,0.21,-2.94,2.53,-1.54,0.37,2.09,0.019807744,0.06158809,0.005094309,0.91,0.91,-1.48,-1.61,-3.33,0.84,0.34,1.45,-1.52,-0.05,-0.45,-0.12,-1.4,-0.59,-0.65,-0.22,-0.84,-0.38,-0.92,-1.11
"197110",-4.42,-1.64,-0.47,1.35,-1.27,0.37,0.46,-0.056367665,-0.011850215,0.040043327,-5.72,-5.91,-6.53,-8.38,-8,-5.45,-5.39,-4.85,1.8,-6.3,-6.85,-6.1,-5.53,-4.56,-5.93,-6.62,-4.45,-3.96,-5.58,-3.83
"197111",-0.46,-2.9,-1.74,2.25,-0.4,0.37,1.47,-0.091977306,-0.036281423,0.007584999,-3.92,-2.89,-3.76,-1.9,-2.9,0.29,-3.59,-2.89,-1.06,-4,-5.6,-3.73,-3.76,-1.32,-1.93,-2.15,-1.35,-1.49,-1.02,0.5
"197112",8.71,3.24,-0.3,-0.45,-1.78,0.37,-0.68,0.00849982,0.048140394,-0.002679788,12.12,12.95,11.5,11.63,15.79,13.86,13.07,12.11,7.22,11.27,12.44,12.7,14.45,12.32,10.82,12.46,11.51,10.12,10.15,8.37
"197201",2.49,6.31,2.03,-1.8,0.3,0.29,0.24,-0.094112914,-0.080965191,-0.033743274,9.35,14.43,10.85,7.99,19.26,6.94,8.97,6.67,1.01,11.6,18.16,11.7,8.34,7.46,5.82,4.99,3.92,2.66,1.99,1.47
"197202",2.87,0.98,-2.76,2,-0.55,0.25,2.7,-0.030595308,0.018493554,0.009939841,3.65,4.93,4.68,6.22,5.72,7.65,6.1,7.85,-2.23,2.58,5.62,3.32,3.81,4.06,2.28,3.96,3.48,1.97,3.31,3.31
"197203",0.63,-0.48,-1.69,1.49,-0.18,0.27,2.91,-0.011371745,0.02532283,0.033091154,-1.03,0.47,0.34,-3.54,0.12,0.36,0.04,0.44,-0.03,0.31,-0.85,-0.67,0.34,0.23,0.78,1.37,0.81,1.15,-0.27,0.23
"197204",0.29,0.14,0.22,-0.46,-0.9,0.29,2.9,-0.002956203,0.019062129,0.015085179,-0.71,3.73,1.44,-1.41,0.5,-1.64,-1.27,-0.61,-2.31,-0.16,-0.12,-0.65,1.3,0.14,0.44,-0.38,0.7,-0.6,1.04,0.74
"197205",1.25,-3.14,-2.69,2.39,-1.85,0.3,3.18,-0.064446317,-0.042047697,-0.001481258,-2.41,-1.55,-1.93,-0.89,-1.83,1.55,-3.02,0.27,-0.52,-2.43,-3.41,-2.19,-3.75,-1.25,-1.71,-0.9,0.77,-0.76,0.34,1.84
"197206",-2.43,-0.36,-2.48,1.73,-0.35,0.29,1.93,0.006107311,0.004577729,0.013726388,-3.15,-2.82,-2.71,-2.79,-3.24,-4,-6.58,-1.18,-1.36,-3.9,-4.02,-3.31,-2.7,-2.55,-3.55,-2.94,-2.83,-3.81,-3.57,-2
"197207",-0.8,-2.74,0.77,1.04,-0.59,0.31,2.75,-0.08958325,-0.06620216,0.016229716,-3.46,-3.64,-1.86,-2.19,-2.95,0.05,-6.53,-1.96,0.36,-4.16,-3.38,-4.98,-3.53,-4.12,-2.17,-2.5,-2.87,-2.56,-2.01,-0.31
"197208",3.26,-3.53,4.68,-2.18,2.96,0.29,-5.34,0.014350504,0.023467481,-0.031049819,-0.97,-0.36,1.57,9.33,0.31,3.52,-0.84,3.8,4.6,0.8,-0.47,-0.18,0.43,1.3,2.67,2.52,2.41,3.92,4.84,4.49
"197209",-1.14,-2.27,0.49,1.64,-1.96,0.34,1.75,-0.018951562,0.026895288,-0.014889735,-3.64,-4.21,-2.82,-2.96,-4.08,-2.6,-3.9,-3.67,0.2,-3.38,-4.11,-4.13,-3.58,-2.82,-1.6,-2.35,-3.44,-1.39,-2.04,-1.02
"197210",0.52,-2.51,1.32,-0.06,-0.04,0.4,0.75,-0.039857779,-0.02237925,-0.015453609,-0.66,-1.79,-2.36,0.89,-2.34,0.53,-2.96,-4.44,5.82,-2.1,-3.21,-2.25,-1.1,-0.3,-0.87,-0.47,-0.96,0.27,0.81,2.46
"197211",4.6,-0.55,4.78,-2,3.34,0.37,-5.16,-0.016865767,-0.031199203,-0.007762048,5.89,4.01,5.29,7.6,2.58,5.35,7.23,-0.4,6.68,4.38,3.39,5.44,6,6.29,5.98,5.49,7.68,7.79,6.9,5.04
"197212",0.62,-1.82,-2.29,2.45,-2.2,0.37,4.98,-0.073530578,-0.034443021,0.008821112,-3.01,-1.54,-1.73,0.79,-2.38,-4.37,-2.96,-0.09,-0.87,-2.98,-3.84,-2.06,-2.73,-1.65,-0.21,-0.48,-1.12,-0.92,-1.32,1.35
"197301",-3.29,-2.81,2.68,0.46,0.95,0.44,3.72,-0.056352759,-0.026345049,-0.014858086,-4.64,-7.94,-3.07,5.07,-3.37,-7.27,-6.03,-8.1,-2.95,-4.65,-1.08,-5.45,-5.33,-7.02,-6.5,-6.5,-6.26,-5.65,-7.26,-2.76
"197302",-4.85,-4.03,1.68,-0.52,0.02,0.41,2.12,-0.048319001,0.02746282,-0.01091379,-7.19,-9.09,-6.65,-9.99,-9.18,-9.38,-9.58,-7.34,-1.85,-7.13,-7.76,-9.06,-8.45,-8.31,-8.2,-7.85,-6.3,-6.19,-4.43,-3.8
"197303",-1.29,-2.36,2.84,-1.03,0.73,0.46,3.62,-0.030718751,-0.013497238,-0.012799924,-3.47,-3.36,-1.65,-1.3,-3.67,-2.37,-5.78,-3.02,-1.4,-2.1,-2.84,-3.19,-3.17,-2.94,-3.61,-3.27,-2.82,-2.73,-1.56,-0.23
"197304",-5.68,-3.01,5.66,-1.74,2.73,0.52,6.4,-0.040650607,-0.009478011,0.023191603,-8.28,-8.62,-5.9,-4.57,-8.69,-6.86,-9.29,-10,-0.66,-8.55,-7.35,-8.29,-7.44,-8.86,-6.96,-7.51,-8.1,-6.4,-5.77,-4.66
"197305",-2.94,-5.99,0.19,1.91,-1.77,0.51,7.08,-0.11566844,-0.063803498,-0.00294238,-8.6,-10.27,-7.68,-9.09,-10.37,-5.62,-9.93,-8.81,-0.69,-8.85,-10.45,-9.58,-9.92,-8.57,-7.48,-7.34,-6.66,-5.52,-3.68,-1.42
"197306",-1.56,-2.55,1.43,-0.33,0.23,0.51,4.32,-0.199889288,-0.163466754,-0.032431208,-5.14,-4.37,-2.77,-1.57,-2.92,-1.53,-4.81,-4.27,-1.79,-2.85,-3.34,-4.05,-3.24,-4.08,-4.18,-2.51,-3.99,-2.96,-3.63,-1.05
"197307",5.04,7.25,-5.18,0.01,-3.44,0.64,-11.67,-0.096582013,-0.008639371,0.002582805,10.77,14.3,11.65,9.04,17.12,7.01,12.05,14.76,-1.24,9.83,11.28,12.81,13.36,11.82,9.92,9.27,9.55,9.81,7.33,5.79
"197308",-3.84,-1.77,1.18,-1.45,1.24,0.7,3.42,-0.097435637,-0.027935086,0.015779524,-5.23,-7.23,-3.45,-3.39,-6.04,-6.24,-4.82,-6.12,-1.99,-4.34,-5.33,-4.76,-4.9,-4.37,-3.23,-3.28,-1.57,-2.5,-1.65,-2.4
"197309",4.75,3.54,2.11,-2.22,1.87,0.68,-7.02,-0.121543296,-0.000820661,0.017045213,6.22,7.34,8.02,16.69,12.03,3.68,6.1,8.52,6.25,5.94,5.64,9.48,9.6,9.58,9.82,9.96,10.75,10.04,9.24,5.9
"197310",-0.86,-0.21,1.74,-1.94,2.66,0.65,6.74,-0.053238019,0.023901007,-0.04302758,-1.57,-3.83,0.6,14.21,1.78,-5.02,-1.41,0.75,-2.3,-1.33,-0.09,-1.09,-0.79,-0.3,-0.85,0.7,-0.46,-0.77,-2.08,0
"197311",-12.74,-7.3,4,-2.82,1.51,0.56,8.63,-0.300163745,-0.237808204,-0.026586581,-18.2,-23.67,-18.61,-6.31,-21.95,-18.21,-20.68,-15.78,-9.64,-16.32,-18.52,-18.24,-17.8,-17.69,-16.13,-16.93,-16.83,-15.4,-12.51,-11.4
"197312",0.58,-4.63,4.25,-3.02,2.38,0.64,10.38,-0.13413745,-0.08067028,-0.01694581,-5.88,-6.18,-3.96,5.53,-4.82,-3.81,-5.94,-5.26,2.11,-4.09,-6.67,-3.31,-2.82,-1.67,-1.3,-0.08,0.49,2.7,1.03,1.89
"197401",-0.17,10.51,5.86,-2.98,4.39,0.63,-8.82,-0.162189172,-0.069279226,0.101318032,15.13,15.9,14.97,4.12,14.89,14.19,14.06,9.53,5.85,12.67,17.33,12.95,12.44,9.64,7.72,8.11,4.69,4.04,2.78,-0.67
"197402",-0.48,0.16,2.55,-1.97,2.68,0.58,0.14,-0.120028221,-0.054714415,0.039670348,1.91,1.54,1.26,-2.07,-1.1,-1.91,0.74,-0.81,1.07,0.79,1.09,-0.32,0.9,1.04,0.18,-0.57,-0.37,0.94,0.3,1.06
"197403",-2.81,2.61,-0.09,2.95,0.38,0.56,-0.98,-0.001286667,0.114093969,0.043549255,0.83,2.7,2.29,-1.73,0.65,-1.38,2.75,-0.62,-2.61,0.41,2.65,0.16,-0.46,0.07,-1.38,-0.91,-2.3,-2.45,-2.93,-2.74
"197404",-5.29,-0.63,1.01,2.81,1.79,0.75,2,-0.041920825,0.001053694,0.022131511,-4.81,-5.52,-3.35,-7.03,-5.7,-8.62,-4.95,-5.51,-9.23,-5.84,-4.71,-5.87,-6.54,-5.44,-5.75,-6.63,-7.02,-6.63,-6.39,-4.57
"197405",-4.67,-3.21,-2.07,5.06,-0.1,0.75,-0.25,-0.101753842,-0.082826784,0.061045419,-6.12,-6.49,-5.68,-11.3,-7.08,-6.25,-6.21,-5.97,-6.34,-7.84,-6.66,-7.62,-8.18,-7.55,-8.26,-8.49,-7.88,-6.13,-5.89,-3.02
"197406",-2.83,0.02,0.79,0.67,3.15,0.6,2.38,-0.069363139,-0.063844669,-0.007755686,-2.06,-3.96,-1.17,-0.6,-4.45,-3.16,-3.49,-3.09,-4.21,-3.81,-2.7,-3.31,-2.99,-2.95,-3.62,-4.55,-3.6,-3.8,-3.73,-2.78
"197407",-8.05,1.98,5.21,-3.24,4.56,0.7,3.02,-0.231121871,-0.135459722,-0.00460426,-5.15,-7.17,-4.03,-4.41,-7.96,-6.2,-5.13,-7.36,-0.12,-5.8,-5.48,-5.72,-4.97,-4.69,-4.28,-3.15,-5.22,-4.66,-5.94,-7.96
"197408",-9.35,0.31,2.57,-0.12,2.55,0.6,3,-0.101842067,-0.062730438,-0.031422272,-7.91,-6.32,-6.97,-8.39,-8.74,-6.82,-8.36,-7.9,-6.82,-8.98,-7.54,-8.35,-8.48,-7.9,-8.63,-8.39,-9.61,-9.71,-10.06,-10.14
"197409",-11.77,1.46,5.52,-4.4,5.91,0.81,4.32,-0.110298281,-0.066968658,0.023200311,-7.65,-9.16,-8.38,-5.25,-11.37,-8.06,-9.04,-11.78,-2.29,-7.04,-7.38,-8.21,-8.43,-7.87,-8.51,-8.14,-8.66,-8.26,-7.86,-11.6
"197410",16.1,-6.85,-9.72,0.02,-2.94,0.51,-0.5,-0.085646798,0.00703177,-0.073523006,6.14,7.45,9.5,24.96,6.33,8.16,7.55,19.96,9.86,8.42,5.71,10.61,10.56,9.99,10.16,12.68,15.84,15.06,19.01,20.97
"197411",-4.51,-1.45,-0.08,-3.39,2.96,0.54,2.17,-0.083564545,0.033606284,-0.025351189,-6.01,-7.26,-4.83,0.2,-6.38,-0.05,-5.8,-1.61,-0.47,-5.12,-5.73,-5.2,-4.19,-4.52,-4.06,-4.53,-3.1,-1.97,-2.68,-3.22
"197412",-3.44,-4.35,0.06,-0.59,3.23,0.7,2.94,-0.104666031,-0.042502112,0.019079861,-7.51,-9.5,-7.4,-3.77,-10.78,-3.64,-9.08,-8.27,-2.6,-7.71,-9.84,-7.1,-7.22,-5.63,-5.48,-4.15,-5.7,-3.77,-1.93,-2.81
"197501",13.66,12.8,8.21,-0.95,-0.87,0.58,-13.81,-0.113622803,-0.076058758,0.10827995,28.75,34.98,27.44,16.68,34.75,34.01,32.12,27.65,22.76,29.01,32.03,32.39,29.88,26.41,27.54,23.02,24.81,21.17,17.59,12.86
"197502",5.56,-0.66,-4.53,1.06,-2.15,0.43,-0.58,-0.075727911,0.018544141,0.037053744,4.69,3.39,5.48,5.34,8.21,9.37,5.66,11.84,0.96,5.85,6.58,4.54,5.9,3.62,4.26,4.79,4.21,4.85,5.37,6.13
"197503",2.66,4.01,2.42,1.35,-1.25,0.41,-1.99,-0.130484163,0.005586976,0.060094361,10.43,10.87,7.93,-0.3,12,7.54,13.18,5.19,-0.6,7.24,9.91,8.91,6.87,6.39,6.58,5.55,6.47,5.36,3.21,4.14
"197504",4.23,-0.56,-1.16,1.48,-1.35,0.44,1.33,7.97e-05,0.034443045,0.001324092,3.8,3.33,5.22,6.69,6.69,6.88,3.03,3.8,0.06,1.64,2.86,3.5,2.79,3.35,4.54,4.53,4.6,4.64,4.71,5.31
"197505",5.19,2.89,-4.07,-0.99,-0.62,0.44,-0.47,-0.066735432,-0.011805811,-0.028674225,6.8,7.61,6.3,13.53,10.97,9.67,6.73,8.65,7.04,7.02,8.12,7.88,7.31,7.38,5.95,5.62,7.51,5.93,5.2,6.1
"197506",4.82,1.32,1.29,-2.9,1.08,0.41,0.06,0.023377436,0.025190698,-0.01416778,8.32,8.59,7.78,8.76,8.8,7.26,7.74,5.43,9.53,5.99,7.8,7.07,7.73,6.71,6.56,5.73,6.36,7.45,7.46,5.24
"197507",-6.59,3.42,1.65,0.46,1.21,0.48,0.43,-0.059402694,-0.026391691,-0.007415209,0.77,1.49,-1.02,-2.81,-2.05,-5.74,0.58,-2.52,-3.15,-0.67,2.18,-2.28,-3.65,-2.85,-3.84,-4.37,-4.57,-6.82,-5.82,-7.03
"197508",-2.85,-2.8,-0.9,1.06,-0.89,0.48,-0.13,-0.127523121,-0.120167118,-0.010687388,-4.4,-6.02,-4.41,-3.17,-6.47,-2.97,-3.78,-7.68,-1.66,-4.94,-5.24,-5.95,-5.46,-4.42,-3.7,-3.92,-3.72,-3.34,-2.14,-1.77
"197509",-4.26,0.02,0.33,0.68,0.49,0.53,0.32,-0.089978793,-0.052219063,-0.015319912,-1.66,-4.15,-3.54,-4.06,-4.39,-4.41,-3.05,-5.04,-0.93,-4.4,-3.51,-3.61,-3.36,-4.09,-3.7,-4.21,-4.05,-4.1,-3.28,-4.68
"197510",5.31,-4.21,0.29,-0.41,2.27,0.56,-0.14,-0.064972768,0.025481187,0.089329308,4.26,4.52,0.79,-0.61,0.13,3.59,3.49,1.88,5.05,0.61,-0.09,2.22,2.55,2.73,1.82,3.8,5.41,6.06,5.69,6.2
"197511",2.65,-1.07,1.99,-0.56,1.71,0.41,-0.45,0.007609221,0.027893178,0.03543367,4.06,3.41,1.91,-1.58,1.39,3.53,4.06,2.66,3.21,0.79,1.3,1.82,2.82,2.06,1.75,3.58,3.59,4.29,2.65,3.23
"197512",-1.6,-0.03,1.78,-0.12,0.62,0.48,-0.12,-0.024581841,-0.020222664,-0.000583791,-0.71,-0.89,-0.87,-1.77,-2.54,0.47,-0.53,-0.75,0.67,0.51,-0.43,0.04,-1.27,-0.82,0.08,0.37,0.06,-1.02,-0.09,-1.59
"197601",12.16,6.34,8.6,-1.89,2.37,0.47,4.45,-0.060278465,-0.033185694,0.01834159,19.93,26.04,20.71,14.96,25.01,20.72,18.72,17.01,9.74,16.67,20.37,19.67,19.25,18.02,17.26,16.77,15.61,14.37,13.27,11.47
"197602",0.32,7.97,5.85,-2.71,3.83,0.34,0.36,-0.018513659,0.051976145,-0.041167573,13.7,15.26,11.84,3.4,14.71,8.02,14.14,7.48,-0.85,10.91,16.15,9.78,8.67,8.37,6.1,6.06,4.07,2.64,1.35,-1.85
"197603",2.33,-1.32,-0.02,-0.51,1.09,0.4,0.19,-0.018564972,0.008682427,-0.014990479,0.48,2.53,1.89,2.05,3.61,-2.69,2.69,1.9,0.1,2.76,2.86,1.58,0.63,1.67,1.49,1.16,1.97,1.61,0.89,2.68
"197604",-1.49,0.12,-0.02,0.43,-1.11,0.42,0.5,-0.030321213,-0.048998801,-0.020685058,-0.85,-1.17,-0.69,2.38,-1.28,0.14,-1.61,-3.51,1.53,-0.17,-0.09,-1.23,-0.99,-1.33,-0.17,-0.93,-1.23,-1.33,-0.84,-1.13
"197605",-1.35,-1.13,-1.31,2.53,-1.41,0.37,-1.11,-0.090128,-0.08679728,-0.039714108,-4.16,-4.27,-0.75,7.19,-3.17,-3.55,-3.81,-1.81,-1.14,-1.83,-2.44,-1.95,-1.35,-1.91,-0.53,-1.55,-1.09,-1.84,-0.48,-0.68
"197606",4.05,-1.14,0.73,-0.53,0.93,0.43,-0.43,-0.064945927,-0.022205962,-0.00685273,1.2,2.63,3.98,3.49,5.87,5.4,0.59,2.57,3.1,2.71,1.73,2.84,2.75,3.7,4.9,5.8,4.67,5.65,5.33,5.37
"197607",-1.07,0.61,1.73,-1.11,0.28,0.47,-0.12,-0.091403456,-0.053644138,-0.027958705,-0.12,-0.12,0.46,0.62,-1.52,0.1,-1.38,0.8,2.95,0.77,0.43,0.39,0.39,0.62,0.2,-0.45,-0.25,-0.19,-0.7,-0.66
"197608",-0.56,-2.03,0.77,-0.44,-0.58,0.42,-0.85,-0.01440666,0.032301872,0.016883907,-2.77,-2.62,-1.49,-3.02,-3.33,3.82,-1.58,-1.52,2.88,-1.24,-1.76,-1.07,-2.76,-1.64,-1.6,-1.93,-0.63,-0.88,-0.14,-0.22
"197609",2.06,0.13,-0.28,0.99,-1.12,0.44,0.24,-0.037756972,0.018103986,-0.015789182,-0.26,1.27,1.66,6.83,1.15,2.62,0.65,2.06,4.02,1.44,0.68,2.48,2.53,3.42,2.63,2.43,1.94,2.22,2.28,2.34
"197610",-2.42,0.14,-0.13,-0.23,-0.33,0.41,-0.46,-0.087291914,-0.043533317,0.005868334,-2.37,-2.92,-2.51,-0.29,-4.15,-0.49,-3.09,-1.1,-0.2,-1.44,-2.11,-1.81,-2.24,-1.99,-1.66,-2.07,-2.54,-1.39,-2.81,-2.54
"197611",0.36,2.71,1.52,-1.22,0.08,0.4,2.9,-0.081945316,-0.021607498,-0.025099939,2.21,3.74,1.97,3.77,2.86,4.73,2.86,1.06,2.98,2.63,1.81,4.33,4.28,3.57,3.83,4.27,3.27,3.03,2.31,-0.76
"197612",5.65,3.62,2.23,-0.44,2.23,0.4,0.77,-0.025285674,0.055444904,-0.011312188,8.81,10.51,9.28,11.35,12.96,7.34,9.75,9.24,7.04,10.34,10.98,9.51,10.71,9.7,9.77,7.62,8.22,7.39,7.1,5.42
"197701",-4.05,5.92,4.26,-0.45,1.89,0.36,3.96,-0.062479771,-0.044899862,-0.031305555,2.97,0.89,3.51,11.82,5.39,4.79,1.83,3.71,2.46,3.61,6.9,3.21,2,1.14,0.25,-0.75,-2.11,-2.88,-4.36,-5.89
"197702",-1.95,1.12,0.48,-0.16,-0.21,0.35,0.38,-0.000435197,0.037313859,-0.010064777,-0.03,-0.35,0.93,-1.67,0.6,1.6,-0.45,-0.5,-2.73,0.89,1.67,-0.43,-1.19,-0.32,-1.24,-2.52,-1.59,-2.38,-2.3,-1.65
"197703",-1.37,1.31,1.04,-0.38,-0.12,0.38,0.48,-0.056292351,0.032344746,0.010646436,0.33,-1.12,1.21,-0.45,1.85,2.25,0.06,0.65,0.32,1.68,1.7,0.79,-0.14,0.45,0.66,0.68,0.06,0.12,-0.03,-1.47
"197704",0.15,0.6,3.45,-2,1.15,0.38,4.24,-0.01072424,-0.009282595,-0.027604596,1.49,0.47,2.36,3.42,1.53,-0.06,0.25,-1.12,1.67,2.35,2.09,1.42,1.99,1.52,1.23,1.93,1.44,1.53,1.99,-0.29
"197705",-1.46,1.3,0.83,0.37,0.09,0.37,2.03,-0.03332807,-0.01308848,0.015943407,-0.49,-0.5,-0.63,1.82,0.52,-1.23,0.67,0.04,1.39,0.91,1.05,-0.02,-0.41,-0.1,0.2,-0.49,-0.84,-0.89,-0.22,-1.84
"197706",4.71,2.08,-0.64,0.95,-1.23,0.4,1.78,-0.008645491,0.017870555,0.022449209,4.63,3.3,5.05,8.69,6.04,7.07,4.77,7.14,5.53,5.42,4.92,6.05,5.84,6.84,6.79,5.68,5.07,5.65,4.2,5.32
"197707",-1.69,1.81,-0.61,0.59,0.04,0.42,0.31,-0.048158005,-0.012952941,0.001167172,1.19,0.56,-0.44,-0.8,0.83,3.74,1.33,0.86,1.78,2.29,2.6,0.72,0.14,-0.36,-0.3,-0.7,-1.29,-1.92,-2.19,-1.37
"197708",-1.75,0.88,-2.79,0.95,-0.59,0.44,-1.76,-0.0475812,0.006194455,0.030713639,-0.59,-0.96,-0.72,-3,0.47,0.05,0.52,-0.43,-1.81,0.07,0.24,-0.89,-0.29,-0.99,-0.59,-0.17,-1.93,-1.71,-2.44,-1.36
"197709",-0.27,1.54,-0.51,1.13,-0.82,0.43,2.06,-0.047210173,-0.019074979,0.011497574,1.1,1.28,-0.16,2.48,0.8,1.39,2.79,4.78,1.51,1.7,2.07,1.03,0.7,0.39,1.91,0.47,-0.06,0.92,-0.19,-0.67
"197710",-4.38,1.51,1.71,-0.09,-0.27,0.49,-0.12,-0.033288915,-0.001142194,-0.01304346,-1.36,-3.14,-2.78,-5.1,-2.57,-0.17,-1.82,-0.35,-2.26,-2.16,-1.79,-2.54,-2.27,-2.47,-2.35,-3.15,-2.64,-4.11,-3.75,-4.67
"197711",4,3.62,0.35,-0.09,0.66,0.5,2.21,-0.012713391,0.029249809,0.004861031,7.11,7.65,7.23,8.61,9.25,8.01,6.06,8.17,3.53,7.07,7.14,8.53,8.44,7.71,6.91,7.17,6.78,6.7,4.39,4.26
"197712",0.27,1.62,-0.34,1.06,-0.67,0.49,1.56,0.019317685,0.034972536,-0.006193707,1.31,0.8,1.63,3.74,3.08,6.14,1.97,3.92,0.11,2.38,2.7,2.81,1.83,1.41,1.51,0.97,1.23,0.12,0.66,0.01
"197801",-6.01,2.69,3.29,-1.66,1.52,0.49,-0.72,-0.042218779,-0.005989336,0.005290181,-0.18,-3.47,-1.71,-3.66,-2.21,-1.67,-1.26,-1.42,-3.21,-0.3,0.94,-1.73,-2.57,-3.61,-3.96,-4.24,-5.38,-5.29,-5.35,-6.49
"197802",-1.38,3.66,0.8,0.26,1.04,0.46,1.91,-0.019297252,0.01420979,-0.001978663,2.17,2.46,2.61,1.25,2.51,2.31,4.43,1.86,0.42,2.55,3.96,2.97,1.2,1.41,1.98,0.58,0.69,-1.49,-1.91,-1.8
"197803",2.85,3.72,1.25,-0.45,1.88,0.53,1.37,-0.010491407,0.003864539,0.016379695,6.65,6.72,6.68,2.6,9.66,8.36,7.33,8.91,1.64,6.85,7.66,7,6.71,6.34,5.03,5.62,5.27,4.72,4.61,2.86
"197804",7.88,-0.32,-3.47,2.47,-1.35,0.54,0.84,-0.0078029,0.020167274,0.034562452,7.01,8.48,9.17,5.74,11.84,9,8.09,10.94,0.32,7.81,8.37,8.22,7.7,7.64,7.15,7.57,7.06,7.17,7.73,9.39
"197805",1.76,4.61,-0.6,0.36,0.34,0.51,2.85,0.018013515,0.02276946,0.011628716,6.95,8.64,7.54,3.58,12.3,5.59,7.27,8.29,0.17,6.18,8.93,5.53,6,5.16,4.99,4.5,3.76,3.29,2.78,2.11
"197806",-1.69,1.6,0.58,-1.38,0,0.54,2.78,0.010747892,0.014774401,0.009079551,0.94,0.13,0.44,-0.29,0.62,-0.49,0.07,0.73,1.02,1.87,1.92,0.74,-0.47,0.3,0.09,-0.11,0.05,-0.89,-1.17,-1.47
"197807",5.11,0.16,-1.11,1.5,-0.79,0.56,4.23,-0.043481563,-0.03438786,0.027464859,2.83,3.57,6.22,4.13,7.61,4.68,3.32,8.94,3.01,5.6,4.55,5.82,6.04,7,5.2,4.88,6.09,6.93,5.13,6
"197808",3.75,4.97,-0.48,1.45,0.39,0.56,2.85,0.020908268,0.038308871,-0.001042025,7.66,13.07,8.67,3.58,17.75,8.3,10.73,9.74,1.59,9.01,12,7.07,8.26,8.43,6.95,7.15,5.37,4.95,3.72,2.66
"197809",-1.43,-0.31,1.88,-0.72,1.81,0.62,-3.12,-0.005565764,-0.010754207,-0.026364863,2.64,0.16,-0.77,2.52,0.91,-0.71,-0.1,-0.25,0.15,0.64,1.85,-0.79,-1.12,-1.02,-0.7,-1.45,-1.8,-0.57,-0.66,-1.32
"197810",-11.91,-10.08,1.36,0.16,1.06,0.68,-8.38,-0.108156643,-0.100085127,0.044412279,-18.21,-20.45,-18.61,-20.65,-24.93,-13.63,-19.21,-22.79,-7.34,-16.36,-19.22,-20.61,-19.74,-18.45,-17.7,-16.02,-14.61,-12.81,-11.76,-8.74
"197811",2.71,2.86,-2.21,1.22,-1.23,0.7,5.49,-0.075025642,-0.029936015,-0.035608554,5.82,3.65,4.54,8.87,8.11,6.96,2.69,7.87,2.3,2.68,3.14,6.95,7.15,6.43,6.1,4.18,3.86,3.18,3.31,2.83
"197812",0.88,1.09,-2.19,2,-1.41,0.78,3.05,-0.033950702,0.03698508,0.00197454,-0.2,-0.83,1.37,2.03,4,4.24,0.36,3.32,-0.68,1.71,1.12,1.77,1.59,2.7,2.35,1.86,1.14,1.24,0.42,1.35
"197901",4.23,3.87,2.25,-2.49,1.57,0.77,-1.27,-0.014406977,0.025153835,-0.009835082,8.74,11.1,10.86,7.43,12.03,9.16,9.27,8.97,6.12,8.35,10.59,9.92,9.44,8.18,7.41,8.2,6.04,6.5,5.45,4.23
"197902",-3.56,0.55,1.18,-1.14,1.02,0.73,-1.05,-0.03296287,0.008298918,-0.028181332,-2.11,-2.95,-2.5,2.63,-3.61,-1.1,-3.08,-4.45,-0.81,-1.14,-1.06,-2.68,-2.14,-2.94,-1.98,-3.2,-2.98,-3.86,-2.67,-3.54
"197903",5.68,3.17,-0.65,0.66,0.25,0.81,2.89,-0.04378322,0.022568588,-0.005569935,5.85,6.14,9.01,18.13,11.38,8.92,7.47,7.3,2.59,7.53,7.77,8.6,9.87,8.84,9.83,9.34,7.63,8.48,7.29,5.06
"197904",-0.06,2.4,1.07,1.19,0.23,0.8,0.8,0.004782129,0.055718868,0.016530843,2.51,1.87,2.93,4.77,2.82,4.67,2.2,1.1,-0.81,3.18,3.68,2.58,1.11,3.21,2.08,1.27,2.14,0.93,-0.29,-0.03
"197905",-2.21,0.41,1.83,-0.92,-0.76,0.82,-0.26,-0.080995007,-0.045876625,-0.021702713,-0.26,-1.17,-1.25,0.17,-1.45,-1.19,-2.43,-1.31,0.61,0.38,0.09,-1.41,-1.2,-1.28,-1.62,-1.84,-1.04,-0.73,0.18,-1.74
"197906",3.85,0.97,1.44,-1.73,-0.46,0.81,0.84,-0.011874814,0.024856796,-0.016358543,1.91,3.55,5.06,19.95,5.03,6.65,2.88,4.46,5.54,6,5.21,5.4,6.71,5.94,5.79,4.63,5.64,6.57,6.02,4.82
"197907",0.82,1.24,1.72,-0.19,0.59,0.77,-1.09,0.022647808,0.061565709,-0.015944995,0.25,1.92,2.93,0.72,1.82,1.46,2.16,2.89,3.83,2.68,1.72,3.05,2.75,3.32,3.05,4.05,3.38,2.06,2.73,1.34
