"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"197908",5.53,1.94,-1.52,1.5,-1.45,0.77,-0.25,0.013034643,0.037199081,0.015613965,7.28,5.21,8.27,12.13,9.77,6.54,7.79,7.62,2.5,6.76,7.55,7.9,7.89,7.74,8.08,6.58,7.61,7.07,6.22,6.27
"197909",-0.82,-0.29,-0.92,0.85,0.55,0.83,5.32,-0.074245626,-0.062116548,-0.013033767,-1.54,-1.66,-1.01,6.61,-0.55,1.59,0.09,1.32,-1.52,-0.27,-0.14,-0.22,-1.06,-0.06,0.42,-1.39,0.47,-1.33,-0.08,0.32
"197910",-8.1,-3.46,-1.86,1.02,0.26,0.87,2.15,-0.154441152,-0.102028877,0.002306348,-9.64,-10.1,-10.37,-7.04,-9.26,-8.34,-9.4,-9.27,-6.66,-10.17,-9.5,-11.08,-11.59,-10.41,-9.69,-8.97,-8.85,-8.5,-8.11,-6.6
"197911",5.21,2.43,-3.28,0.17,-1.97,0.99,7.95,-0.038538297,0.008637448,-0.066105338,4.69,1.2,5.58,17.47,11.1,9.24,4,9.77,6.87,5.98,5.35,8.25,8.57,7.97,8.98,7.38,8.1,7.08,6.59,5.95
"197912",1.79,4.33,-2.01,-0.62,-1.01,0.95,4.77,-0.009221364,0.024979376,-0.017383095,4.23,2.79,7.62,15.81,9.94,8.39,5.39,7.15,-0.75,6.23,8.19,6.32,5.95,5.9,5.04,3.51,4.2,2.78,3.61,2.37
"198001",5.51,1.9,1.82,-1.84,2,0.8,7.5,-0.059578401,-0.018501852,0.00089557,7.82,11.28,11.88,19.56,14.76,3.79,5.58,8.25,1.21,9.7,13.18,8.19,7.3,6.29,6.75,6.09,5.61,5.13,5.39,4.83
"198002",-1.22,-1.61,0.61,-1.02,3.06,0.89,7.86,-0.097828472,-0.041387648,0.01817804,-1.22,-1.75,-2.49,8.52,-0.43,-3.11,-1.34,-3.28,-4.05,-0.67,0.49,-1.9,-1.69,-3.39,-2.99,-3.63,-3.1,-3.05,-3.35,-1.71
"198003",-12.9,-6.94,-1.06,1.74,-1.34,1.21,-9.58,-0.141922484,-0.085786794,0.029781926,-14.33,-17.45,-16.6,-24.76,-19.62,-11.34,-15.01,-13.64,-6.72,-15.96,-17.51,-17.42,-17.22,-15.69,-16.19,-13.89,-12.84,-11.44,-9.09,-7.48
"198004",3.97,0.99,1.06,-2,0.59,1.26,-0.42,-0.051168402,-0.029126037,-0.010888514,4.21,1.39,3.36,7.33,5.6,6.56,3.59,6.22,12.91,5.85,4,7.12,6.23,6,6.57,8.03,5.94,7.49,5.68,4.58
"198005",5.26,2.12,0.4,0.39,-0.5,0.81,-1.12,0.032840945,0.079411553,-0.008177903,6.86,8.56,6.2,5.88,6.75,8.77,8.59,10.93,4.96,7.77,6.44,7.71,8.28,9.59,8.68,8.13,9.38,8.03,6.23,6.47
"198006",3.06,1.48,-0.9,-0.1,-0.92,0.61,1.59,-0.01566578,0.003040109,0.011048867,3.87,2.85,3.56,6.58,3.2,2.74,4.2,1.94,4.92,5.14,4.2,4.59,4.31,4.87,5.29,4.1,4.05,4.8,3.81,2.47
"198007",6.49,3.94,-6.35,3.95,-2.5,0.53,0.37,-0.035191893,-0.015125764,-0.008407886,7.7,8.25,10.13,6.67,17.59,5.89,8.72,13.17,0.67,8.53,9.03,10.67,10.59,11.03,9.18,9.16,9.1,6.86,8.33,6.91
"198008",1.8,4.25,-2.65,2.09,-0.78,0.64,3.2,0.007234324,0.053978663,0.012491962,5.84,7.47,6.26,8.9,13.07,9.11,6.01,8.7,-1.33,5.67,8.32,7.14,6.17,5.58,4.08,4.48,3.75,1.53,2.37,1.21
"198009",2.19,0.58,-4.74,1.86,-2.83,0.75,5.43,-0.047583092,-0.016622288,0.015072075,3.33,6.56,4.78,11.98,6.85,2.1,3.04,6.6,0.12,4.64,6.54,3.76,3.32,2.82,3.34,3.08,2.94,2.85,3.39,2.75
"198010",1.06,2.36,-2.77,1.4,-1.21,0.95,7.33,-0.012388416,0.036671391,0.026773995,1.79,0.94,3.03,11.38,7.65,3.05,2.27,6.41,1.15,4.76,6.24,3.41,3.35,2.95,2.86,1.42,0.53,0.65,1.54,0.37
"198011",9.59,-3.42,-8.45,4.27,-5.74,0.96,15.24,-0.024230795,0.003710032,0.028132125,1.11,3.44,6.15,26.07,10.78,6.29,3.08,7.72,2.41,6.17,6.27,6.68,7.17,7.61,5.01,6.94,8.65,6.29,8.1,10.08
"198012",-4.52,-0.32,2.69,-1.17,1.2,1.31,-6.63,-0.056394536,-0.01204082,0.027974165,-3.13,-3.99,-3.9,-7.31,-3.71,-2.34,-2.57,-2.17,0.23,-2.53,-3.92,-3.89,-3.37,-1.71,-1.5,-2.65,-1.93,-1.17,-1.19,-0.31
"198101",-5.04,3.36,6.82,-3.43,4.34,1.04,-7.94,-0.02295443,0.004940729,0.039945278,3.88,2.04,0.36,-6.21,-3.29,5.07,2.89,2.9,0.38,1.15,2.2,0.22,-0.03,-0.56,-0.42,-0.68,-1.54,-1.9,-2.8,-4.58
"198102",0.56,-0.47,1.02,0.11,2.28,1.07,-1.39,-0.007594046,0.001685342,0.000607384,1.48,2.81,1.24,-2.78,-2.45,1.42,1.35,-1.81,-0.27,1.37,-0.14,-0.14,0.95,2.4,1.91,2.02,1.73,2.67,1.38,1.99
"198103",3.56,3.07,0.7,-2.15,-0.52,1.21,0.74,-0.021365687,0.01485616,0.017587569,7.11,7.23,8.91,0.27,8.27,8.26,8.51,11.85,2.75,7.27,7.16,7.48,7.95,7.55,7.26,8.66,8.57,8.15,7.55,4.32
"198104",-2.1,4.61,2.29,0.92,1.21,1.08,-0.96,-0.028108019,0.011324833,-0.013760098,4.14,5.15,2.62,-7.41,6.24,3.28,5.22,7.14,-1.66,3.03,4.05,3.61,2.11,3.28,2.22,2.17,0.35,-0.11,-0.52,-1.67
"198105",0.11,2.46,-0.41,0.29,-1.61,1.15,3.75,0.007373008,0.029822865,-0.02082504,3.07,3.09,2.32,1.82,7.73,6.61,2.24,3.72,2.05,1.76,3.25,2.53,2.56,2.69,2.08,2.66,2.19,1.72,1.51,0.8
"198106",-2.36,-0.97,5.09,-1.39,2.7,1.35,-5.91,0.001685314,0.031757868,0.057371684,1.87,0.79,-0.62,-7.18,-5.59,-1.83,1.76,-2.14,3.3,0.19,0.05,-0.88,-1.45,-1.97,-0.77,-1.12,-1.01,-0.48,-1.48,-0.14
"198107",-1.54,-1.98,-0.6,1.07,-3.02,1.24,-2.52,-0.017633577,0.012179278,-0.015741844,-1.44,-1.47,-2.49,4.71,-5.7,-1.54,-3.09,-4.24,1.33,-2.14,-2.1,-3.16,-1.99,-2.16,-1.46,-2.07,-1.74,-0.74,-1.04,0.23
"198108",-7.03,-1.82,4.83,-0.23,1.46,1.28,-1.12,-0.0765564,-0.042279807,-0.004098361,-5.84,-8.75,-8.07,-8.41,-12.26,-8.85,-6.3,-11.01,-0.39,-6.44,-7.97,-8.27,-7.64,-7.29,-5.9,-6.88,-5.64,-4.9,-5.87,-5.42
"198109",-7.17,-2.52,5.17,-0.07,2.78,1.24,1.98,-0.152823773,-0.119011272,0.094349929,-5.79,-8.55,-9.03,-17.39,-10.07,-5.49,-6.11,-7.72,-4.2,-8.6,-10.29,-8.78,-8.3,-6.64,-7.17,-5.29,-6.25,-6.57,-5.38,-5.61
"198110",4.92,2.26,-4.19,3.35,-2.8,1.21,4.08,-0.045601712,-0.000664162,-0.02065542,5.87,6.88,5.65,8.82,10.61,8.81,5.84,9.42,4.73,6.99,6.49,8.82,8.29,8.48,7.57,7.37,6.19,6.39,7.47,6.86
"198111",3.36,-1.37,1.9,0.15,0.58,1.07,-0.26,-0.031551135,-0.012821013,0.062938763,2.36,1.97,1.88,-1.47,1.86,7.09,-0.06,1.41,7.15,2.39,0.31,3.23,3.76,3.97,3.67,2.17,4.9,5.15,4.01,4.66
"198112",-3.65,1.2,0.75,0.3,2.39,0.87,1.31,-0.023608912,0.027986814,-0.00073682,-0.57,-2.1,-1.23,-6.15,-1.84,-1.15,-0.94,-1.68,-2.5,-2.2,-2.07,-1.64,-1.56,-1.98,-1.54,-2.17,-1.89,-2.89,-2.33,-3.52
"198201",-3.24,-1.19,3.12,-1.6,2.11,0.8,1.71,-0.069967468,-0.057728237,-0.021258595,-0.05,0.27,-1.58,-7.44,-0.78,-3.53,-0.93,-0.77,0.6,-2.12,-0.52,-2.35,-2.68,-4.13,-4.53,-3.39,-4.5,-3.36,-3.11,-1.93
"198202",-5.86,0.32,6.04,-3.46,4.57,0.92,5,-0.122290156,-0.079995403,-0.012945841,-1.88,-2.79,-4.08,-15.73,-5.91,-3.77,-2.38,-3.09,0.27,-4.18,-4.43,-5.12,-5.15,-4.71,-5.02,-3.61,-4.56,-3.55,-4.87,-5.58
"198203",-1.87,0,3.82,-1.49,2.37,0.98,2.93,-0.03094834,0.010479749,0.041993687,0.73,0.52,-2.21,-4.99,-1.29,0.15,1.6,-0.24,1.71,-1.25,-1.03,-1.33,-1.04,-1.52,-0.61,-0.6,-0.87,-1.44,-1.22,-1.4
"198204",3.27,1.16,-2.8,1.62,-0.19,1.13,-0.41,0.004820028,0.044372045,-0.023657884,5.82,5.86,3.58,1.49,8.34,8.05,6.58,9.71,4.06,5.43,5.35,5.88,5.33,6.28,5.59,5.18,4.48,5.54,4.89,4.5
"198205",-3.99,0.55,1.83,0.75,-0.08,1.06,2.55,-0.002518959,-0.007007835,0.02927402,-1.22,-3.09,-3.25,-1.84,-3.47,-3.84,-1.22,-3.71,-0.1,-2.4,-1.73,-2.2,-2.51,-3.93,-3.04,-2.75,-4.2,-4.14,-4.68,-4.06
"198206",-3.09,-0.53,1.54,-0.12,2.66,0.96,4.99,-0.012278994,0.021930358,0.049721082,-0.5,-0.44,-3.16,-10.41,-4.99,-2.86,-0.78,-2.9,-1.5,-3.24,-3.39,-4.22,-3.63,-2.47,-4.19,-2.69,-2.64,-2.47,-3.65,-1.67
"198207",-3.19,0.96,0.2,1.04,1.58,1.05,4.47,0.012591081,0.018612005,-0.015766171,-0.02,0.77,-1.08,-10.79,-1.33,-0.86,1.34,0.47,-2.05,-1.38,-1.48,-2.06,-1.95,-0.19,-1.49,-1.92,-2.14,-3.4,-3.38,-1.93
"198208",11.14,-4.3,1.16,-1.89,0.19,0.76,-3.52,-0.057557817,-0.035302517,-0.00530724,4.01,3.39,7.13,4.76,5.99,6.8,5.52,6.13,9.59,6.99,3.62,7.04,7.62,8.66,11.06,11.31,11.8,13.1,12.33,13.54
"198209",1.29,2.59,0.34,2.16,-0.04,0.51,4.16,-0.025629974,0.026086159,0.043580276,6.83,1.59,1.96,-5.89,4.96,4.02,4.68,5.5,1.99,4.14,2.96,4.1,4.23,3.98,4.49,3.33,2.42,3.42,1.58,0.58
"198210",11.3,1.92,-3.69,0.53,-0.37,0.59,0.03,-0.041616836,-0.00564848,-0.040512303,11.33,15.5,11.64,8.37,18.52,12.76,13.4,15.5,6.2,13.48,12.28,15.32,14.66,13.17,13.49,14.16,15.24,13.23,11.84,12.51
"198211",4.67,4.52,-1.92,-0.7,0.33,0.63,5.9,-0.004942483,0.028994948,0.008891345,9.75,11.97,9.6,-5.89,14.4,14.2,10.97,14.87,1.88,10.57,11.27,7.49,7.82,8.43,8.33,7.4,7.19,5.31,4.6,3.67
"198212",0.55,0.01,0.02,-0.17,1.08,0.67,0.02,0.000640026,0.030443692,-0.030748144,1.99,1.12,3.01,-1.54,4.22,-0.57,2.73,4.06,2.76,1.87,3.08,1.67,1.07,0.53,0.56,0.66,0.85,2.44,1.53,0.82
"198301",3.6,3.28,-0.86,-1.48,-0.44,0.69,-1.7,-0.029697305,0.002954622,-0.054076718,6.93,12.08,9.78,16.51,16,17.61,8.28,12.43,4,10.59,15.33,8.59,6.14,7.13,5.4,4.53,3.31,3.54,3.09,3.08
"198302",2.59,2.91,0.68,-0.69,1.03,0.62,3.82,0.008460786,0.040542298,-0.030304071,7.51,8.46,6.4,-5.95,9.05,2.41,8.52,8.44,2.4,4.95,6.26,4.87,5.49,4.9,5.12,4.43,4.25,2.48,2.72,3.46
"198303",2.82,1.42,2.07,0.01,2.78,0.63,0.93,-0.047793006,-0.02575637,0.040400903,7.06,4.95,3.99,2.66,2.59,3.94,8.9,6.07,0.73,6.46,6.18,4.03,4.31,3.47,4.98,4.09,3.59,3.07,3.83,3.94
"198304",6.67,0.47,0.58,-0.23,1.64,0.71,1.81,-0.00434926,0.02707356,0.03818274,7.73,9.38,6.34,8.45,6.92,4.48,9.83,8.62,4.37,9.15,8.66,7.96,7.77,8.69,6.56,6.12,6.34,6.1,6.28,6.63
"198305",0.52,6.21,-1.4,-1.92,-1.54,0.69,-1.58,-0.079089786,-0.046401437,0.020175932,6.17,9.15,8.4,16.66,12.11,8.37,8.78,8.13,3.99,8.53,12.25,9.1,7.04,5.46,4.53,4.64,4.65,3.9,3.16,-0.27
"198306",3.07,1.16,-3.89,2.27,-0.87,0.67,1.78,-0.000569103,0.052561586,0.000324873,5.71,7.28,4.28,4.77,6.29,3.13,7.36,5.7,-0.14,4.02,5.76,3.25,4.38,4.34,4.53,2.86,4.13,2.68,3.2,2.96
"198307",-4.07,0.99,5.58,-0.11,2.84,0.74,-3.12,-0.048128193,-0.025924249,0.048484505,-0.61,-2.66,-1.31,1.24,-6.07,-5.56,-1.47,-6.93,1.83,-1.39,-1.24,-1.94,-2.05,-3.77,-2.44,-3.31,-3.49,-3.11,-3.37,-4.07
"198308",-0.5,-4.32,5.54,0.54,1.95,0.76,-5.44,-0.040697042,-0.007243694,0.043086275,-2.51,-6.8,-3.08,-1.92,-5.33,-5.57,-4.5,-4.25,2.02,-3.3,-4.56,-2.72,-3.62,-2.83,-3.34,-2.28,-0.9,0.42,-0.25,1.61
"198309",0.92,0.25,1.06,1.18,0.59,0.76,-0.11,-0.023968962,0.026226724,0.011669056,1.97,0.48,1.11,-3.35,-1.38,-1.35,1.38,-2.67,3.89,0.52,-1.29,0.55,2.59,2.38,2.34,3.83,3.47,2.03,2.21,1.46
"198310",-3.44,-3.81,5,-0.72,2.97,0.76,-4.56,0.035982672,0.063144156,0.055823013,-3.75,-5.11,-5.16,-6.79,-10.98,-7.95,-4.95,-10.68,1.96,-4.7,-6.09,-6.5,-6.25,-7.05,-6.05,-4.71,-4.34,-3.73,-2.74,-1.25
"198311",2.16,1.89,-0.65,-0.59,0.67,0.7,-0.08,0.014443808,0.051298332,-0.073641953,4,5.94,4.88,-3.94,5.03,3.11,3.23,0.48,0.54,2.67,1.56,4.17,4.13,6.49,4.99,5.35,4.6,5.53,2.81,2.67
"198312",-1.78,-0.45,1.68,1.46,1.25,0.73,0.77,-0.03257912,0.016562476,0.04896063,-1.25,-1.36,-0.28,-3.86,-4.25,-1.32,-3.04,-5.86,-2.4,-1.55,-2.64,-1.82,-1.07,-2.12,-1.9,-1.7,-1.89,-2.17,-1.28,-0.4
"198401",-1.92,-0.07,7.6,-1,2.97,0.76,-2.49,-0.025235768,-0.00381429,0.066812216,1.01,-1.39,0.61,5.89,-2.33,0.1,-2.67,-1.77,2.31,0.81,2.23,-0.93,-1.62,-1.61,-2.96,-4.23,-3.3,-3.75,-1.38,-0.88
"198402",-4.82,-1.6,3.31,0.85,1.56,0.71,0.19,-0.042120287,-0.02623376,0.007606859,-4.62,-6.11,-6.43,-2.21,-9.46,-7.78,-6,-5.67,-1.92,-4.66,-5.65,-5.89,-5.51,-5.16,-5.72,-6.19,-5.85,-4.6,-5.02,-3.91
"198403",0.63,-0.27,0.49,-0.88,1.09,0.73,1.1,-0.009820677,0.031759723,0.004704511,1.61,1.66,2.07,1.53,-0.37,-2.15,0.57,0.23,-0.02,0.31,0.5,0.68,0.47,0.42,1.15,0.81,1.8,1.39,2.25,1.59
"198404",-0.52,-1.01,1.24,3.32,0.75,0.81,2.05,-0.084359871,-0.046703221,0.008343428,-0.92,-1.91,-0.5,-2.21,-2.8,-1.56,-2.48,-1.04,-1.02,-2.72,-3.04,-1.42,-0.74,-0.28,-0.47,-0.28,-0.86,-2.61,-0.99,1.42
"198405",-5.97,0.12,0.23,2.3,-0.5,0.78,1.53,0.006224684,0.046611201,0.023845812,-3.03,-6.25,-5.35,-4.16,-6.45,-4.16,-3.8,-7.71,0.98,-5.39,-4.69,-5.05,-5.23,-5.88,-5.8,-5.23,-4.69,-5.41,-5.29,-5.4
"198406",1.82,0.12,-2.63,3.06,-1.51,0.75,-0.7,-0.016115448,0.025298423,-0.004010062,2.04,3.12,1.93,-3.74,2.67,3.11,3.44,2.57,0.96,0.93,0.3,2.51,2.38,3.01,3.87,2.91,3.09,3.13,2.64,3.02
"198407",-2.74,-2.25,0.39,3.73,-2.14,0.82,2.93,-0.025851919,0.013851857,0.017499924,-3.61,-5.11,-3.64,-10.14,-7.87,-3.34,-2.94,-5.18,-0.45,-3.81,-5.57,-4.06,-4.79,-3.57,-3.61,-2.86,-3.98,-3.13,-1.55,-1.05
"198408",10.28,-0.26,-1.83,-0.8,-0.92,0.83,-5.68,0.002582936,0.034399943,-0.027393686,6.84,9.44,10.25,5.87,11.86,7.07,9.68,12.79,6.93,7.26,6.72,10.77,12.9,11.67,13.3,12.82,11.78,12.96,11.55,11.22
"198409",-0.8,-0.01,5.31,1.42,2.51,0.86,3.7,-0.017693605,0.012782759,0.025093085,0.82,-0.54,-0.25,-0.95,-3.27,-0.61,-0.13,-2.79,4.18,1.6,-0.08,-0.4,-0.53,-0.46,0.37,0.15,-0.05,1.07,0.71,-0.92
"198410",-0.84,-1.43,0.48,1.26,-1.24,1,3.22,-0.031042883,-0.01160584,-0.005784124,-0.66,-2.73,-1.67,-9.9,-4.26,-2.38,-2.92,-2.03,3.29,-0.55,-3.23,-1.88,-1.3,-0.72,-0.18,-1.32,-1.17,0.98,1.07,0.86
"198411",-1.76,-0.99,4.04,0.9,2.06,0.73,1.7,-0.002790881,0.007439664,0.015994611,-1.26,-2.77,-2.98,-5.41,-5.63,-2.78,-3.9,-5.03,2.87,-2.51,-4.54,-2.18,-2.63,-1.82,-0.63,-0.6,-1.3,-0.73,-0.01,-1.07
"198412",1.84,-0.68,-0.14,1.25,-1.3,0.64,1.53,-0.03456874,-3.88e-05,-0.004252622,1.58,2.49,0.67,-1.33,0.05,5.75,-0.53,-0.01,2.12,1.04,-0.48,1.46,2.24,2.03,2.87,2.57,2.39,2.91,3.21,2.51
"198501",7.99,3.5,-5.39,-0.86,-3.33,0.65,-6.91,-0.008422875,0.018940746,-0.018037667,8.47,13.83,12.54,4.41,17.98,15.01,12.03,17.55,4.37,12.06,13.09,13.21,14,11.91,11.09,11.15,11.35,9.37,7.32,7.66
"198502",1.22,1.01,-0.17,1.41,0.97,0.58,1.82,-0.014163286,0.007053479,0.028679288,4.1,2.39,3.5,6.87,5.87,7.72,5.13,7.66,1.27,4.43,6.67,2.72,2.38,2.82,1.41,0.61,1.42,1.88,1.99,1.9
"198503",-0.84,-1.46,4.03,1.28,2.92,0.62,1.69,0.007210328,0.008650447,0.034412572,0.04,-3.41,-2.56,-0.26,-4.52,4.67,-1.07,-2.09,5.49,0.64,-0.82,-1.54,-2.38,-1.91,-1.02,-1.51,-0.17,-0.34,1.08,0.9
"198504",-0.96,-0.08,3.71,1.53,0.74,0.72,3.05,0.009185502,0.03091293,0.036089881,-1.38,-2.63,-2.08,-1.78,-4.39,-1.45,-1.28,-0.02,2.31,0.28,-1.64,-0.61,-1.76,-0.58,-0.21,-0.67,-1.42,-0.56,-0.38,-0.58
"198505",5.09,-2.35,-0.88,1.36,-1.48,0.66,4,-0.000123605,0.02419513,-0.008777796,4.11,-0.07,2.49,-2.77,0.73,4.35,3.26,3.3,5.28,3.12,1.03,2.22,3.92,3.57,4.42,4.32,4.91,6.02,6.96,7.21
"198506",1.27,0.33,0.46,1.67,-0.61,0.55,3.63,-0.006800566,-0.000728641,0.004329084,1.93,0.26,-0.62,-4.58,-1.86,2.63,0.74,2.06,3.74,2.21,-0.35,1.04,1.25,2.68,1.71,2.15,1.41,2.03,2.23,2.08
"198507",-0.74,2.91,-1.67,-0.52,-0.29,0.62,-3.94,-0.01838076,0.026310156,-0.011624845,1.21,1,3.65,-0.44,2.85,2.76,0.87,0.91,-2.75,2.29,2.05,2.82,3.02,2.72,1.74,1.69,0.46,-0.42,-1.62,-0.7
"198508",-1.02,-0.31,2.29,0.07,1.88,0.55,1.81,0.028969314,0.038148602,0.026345253,1.95,-1.34,-1.38,-1.15,-1.87,-0.02,-1.87,-1.55,1.88,0.95,-0.37,-0.51,-0.68,-0.18,-0.95,-0.72,-0.2,-0.45,-0.38,-0.01
"198509",-4.54,-1.81,1.29,1.22,1.63,0.6,1.48,-0.022411428,-0.008938484,0.010978402,-3.51,-4.41,-5,-6.64,-8.28,-7.95,-5.2,-7.13,-3.62,-5.3,-6.24,-5.25,-5.8,-5.76,-5.35,-4.45,-5.44,-4.96,-4.55,-3.05
"198510",4.02,-1.54,0.77,0.77,-1.13,0.65,4.87,-0.016608705,-0.009340652,0.049047925,3.45,2.21,1.67,-1.21,0.85,0.77,0.54,2.41,4.75,2.78,-0.03,3.45,4.26,4.26,4.3,3.81,4.81,5.69,6.72,4.54
"198511",6.48,-0.01,-2.93,0.36,-2.33,0.61,-0.41,-0.002016276,0.027137379,0.004979427,5.69,5.32,5.31,3.19,5.52,5.22,6.1,5.55,4.38,5.84,4.01,6.95,7.61,7.94,7.82,6.61,7.97,6.45,7.21,7.26
"198512",3.88,-0.39,-1.56,0.85,-1.8,0.65,-0.12,-0.011356579,0.029059636,-0.020272355,4.6,2.71,4.27,-8.68,3.93,0.13,3.69,3.92,4.07,3.58,1.91,4.53,5.14,3.82,4.7,3.89,3.96,4.24,4.07,4.63
"198601",0.65,1,0.53,-1.94,-2.05,0.56,2.96,-0.065521789,-0.031892447,0.020310596,3.78,4.12,2.7,-0.6,4.26,2.24,3.87,4.94,3.96,6.39,6.33,2.5,0.75,1.21,1.99,2.21,1.33,1.59,2.64,0.95
"198602",7.13,-0.75,-0.88,1.14,-1.42,0.53,2.77,-0.009211296,0.021454109,0.000746023,7.07,10.23,7.37,-7.32,5.71,4.98,7.15,3.81,6.13,8.3,5.36,6.62,7.77,6.93,7.8,6.69,7.31,7.84,8.83,8.54
"198603",4.88,-0.55,-0.51,1.32,0.98,0.6,2.45,0.007951281,0.045014009,0.036785814,6.74,7.05,5.9,-1.52,2.98,6.95,5.76,10.02,4.1,4.68,4.47,5.75,4.46,5.16,4.34,6.57,6.39,4.12,4.64,6.02
"198604",-1.31,2.91,-2.9,2.97,0.03,0.52,-0.5,0.02938251,0.025235492,-0.002574359,1.6,2.59,0.51,-1.15,2.73,2.39,2.19,0.79,-0.52,1.72,2.2,1.42,0.82,1.52,1.72,0.73,-0.99,-0.66,-2.38,-1.72
"198605",4.62,-1.25,-0.12,2.12,1.1,0.49,2.02,0.004684973,0.021549937,0.022069214,5.15,1.75,2.94,4.96,3.02,4.06,6.01,4.57,3.4,3.46,3.27,3.98,3.01,4.39,4.37,5.09,5.04,5,5.58,5.78
"198606",1.03,-0.9,1.39,1.7,0.89,0.52,5.14,-0.069847688,-0.062621282,0.049948474,3.2,-0.34,0.07,-0.18,-2.44,0.61,3.07,2.42,4.92,1.45,1.13,0.04,0.2,1.06,-0.2,0.79,0.62,1,1.28,1.81
"198607",-6.45,-3.56,4.76,-0.77,0.65,0.52,1.8,-0.004261169,0.021026281,-0.012519464,-5.59,-9.39,-8.21,-9.83,-10.23,-4.23,-9.26,-8.67,3.2,-6.33,-7.37,-8.51,-9.56,-8.16,-9.23,-7.32,-6.39,-6.72,-5.3,-4.53
"198608",6.07,-4.35,3.52,-1.62,3.27,0.46,-5.02,-0.026201335,0.013181291,-0.021968976,2.19,-0.78,1.4,8.59,1.2,-1.39,-0.39,0.21,6.69,2.14,-0.16,1.4,3.15,4.45,4.11,6.75,6.99,7.81,7.25,7.05
"198609",-8.6,1.97,3.2,-0.1,3.59,0.45,-5.86,-0.005347399,-0.024234489,0.045120117,-6.28,-6.13,-4.42,-3.82,-7.78,-7.06,-7.2,-9.25,-7.12,-6.09,-5.9,-6.89,-6.36,-6.79,-6.46,-6.39,-6.6,-7.52,-8.21,-9.74
"198610",4.66,-2.39,-1.44,0.15,0.94,0.46,2.7,0.040146295,0.065296254,0.018103755,3.6,3.67,2.15,-0.75,2.91,5.22,3.5,3.57,5.04,1.78,1.21,2.56,4.15,4.19,3.5,3.22,5.34,6.21,6.48,7.09
"198611",1.17,-1.93,-0.09,1.11,0.6,0.39,-0.33,0.016574595,0.023125257,-0.029526194,0.71,0.86,-0.5,-2.99,0.36,-1.69,-0.21,-1.47,0.3,-1.84,-1.52,-0.53,-0.25,-0.55,0.11,-0.29,0.77,0.88,1.47,1.75
"198612",-3.27,0.08,0.31,0.98,-0.04,0.49,0.4,0.01129851,0.034701299,-0.007154495,-3.41,-2.95,-2.9,-2.95,-4.37,-3.59,-4.95,-5.25,-2.92,-3.43,-4.43,-3.51,-2.65,-2.51,-2.38,-2.25,-2.89,-3.54,-3.54,-2.58
"198701",12.47,-1.49,-3.21,0.25,-1.1,0.42,2.08,-0.02906233,-0.007746584,-0.071797072,9.54,10.99,12.76,20.08,14.28,13.02,8.12,12.15,7.97,10.89,11.85,11.35,11.83,11.71,11.42,11.78,13.18,12.74,12.47,13.5
"198702",4.39,3.38,-5.96,-0.8,-2.7,0.43,-2.17,0.005439631,0.027100546,-0.039791198,7.16,6.37,8.1,5.5,10.59,5.33,7.49,14.78,-0.09,5.81,7.96,8.34,7.1,8.24,7.16,6.7,5.9,5.88,4.89,4.41
"198703",1.64,0.24,1.59,1.33,3.96,0.47,1.6,-0.023641863,0.017991638,-0.017137196,3.96,2.25,4.12,13.78,0.8,6.55,1.83,3.1,-0.15,2.81,4.62,1.66,2.33,1.23,1.7,1.01,1.16,0.89,1.05,1.43
"198704",-2.11,-1.56,-0.32,-0.46,1.24,0.44,0.25,-0.126322684,-0.107905149,-0.040554407,-3.26,-1.02,-1.87,3.41,-0.52,-2.58,-2.97,-2.51,-4.42,-2.71,-1.1,-2.61,-2.44,-4.06,-3.83,-2.78,-1.78,-3.66,-2.71,-2.2
"198705",0.11,-0.6,0.16,0.63,1.36,0.38,-0.68,0.005895904,0.032510783,0.009954667,-0.65,1.87,1.46,7.69,0.43,1.78,-1.3,-1.22,-0.95,-0.83,0.69,-0.95,-0.09,-1.11,0.14,-0.05,0.61,0.58,0.08,1.01
"198706",3.94,-2.27,1.06,1.82,0.85,0.48,-0.2,0.008100339,0.057501642,0.026701148,4.34,2.87,3.61,3.08,0.13,6.15,3.41,2.01,2.59,2.21,1.96,1.11,2.5,3.42,3.34,4.2,3.9,4.29,5.49,5.43
"198707",3.85,-1.09,0.71,-0.39,1.58,0.46,2.68,0.016391733,-0.028567176,0.004478087,2.79,2.88,4.81,16.34,1.46,5.84,3.9,-0.43,-0.45,2.47,3.05,2.45,2.95,3.53,3.97,4.64,4.48,5.13,4.76,4.68
"198708",3.52,-0.91,-0.91,1.97,-1.6,0.47,-0.89,-0.002212639,0.015367868,-0.056095233,2.51,2.78,1.86,-4.37,1.87,1.32,1.83,-0.09,2.31,2.17,0.34,2.39,3.87,3.58,4.47,2.48,4.18,3.32,3.46,4.01
